date,open,close,high,low,volume
2025-09-02,26.0,25.78,26.33,25.2,4686500.0
2025-09-03,25.99,25.2,26.29,25.13,2570600.0
2025-09-04,25.2,24.24,25.72,23.8,4073608.0
2025-09-05,24.5,25.22,25.25,24.29,3961500.0
2025-09-08,25.2,26.2,26.45,25.12,5486800.0
2025-09-09,26.0,25.98,27.17,25.55,7312281.0
2025-09-10,25.95,25.03,25.95,24.96,5246950.0
2025-09-11,25.0,25.24,25.27,24.6,3242147.0
2025-09-12,25.19,24.39,25.23,24.39,3896150.0
2025-09-15,24.3,24.79,25.0,24.2,2739300.0
2025-09-16,24.93,25.49,26.24,24.93,5819250.0
2025-09-17,25.48,26.19,26.65,25.11,7110850.0
2025-09-18,26.91,24.77,26.97,24.42,8127200.0
2025-09-19,24.56,23.89,24.79,23.79,5366900.0
2025-09-22,23.89,24.21,24.21,23.8,2420600.0
2025-09-23,24.0,23.77,24.65,23.15,4895603.0
2025-09-24,23.74,24.19,24.46,23.34,4036324.0
2025-09-25,24.1,24.08,24.65,23.78,3514750.0
2025-09-26,24.15,24.42,25.35,23.82,6540774.0
2025-09-29,24.6,24.25,24.74,23.51,3680500.0
2025-09-30,24.28,23.87,24.62,23.86,2762200.0
2025-10-09,24.0,23.75,24.0,23.4,3681774.0
2025-10-10,24.7,24.2,25.9,23.51,8561050.0
2025-10-13,22.1,25.13,25.65,22.03,8881500.0
2025-10-14,25.7,25.17,26.0,24.98,5173487.0
2025-10-15,25.34,25.51,25.97,25.0,4539687.0
2025-10-16,25.48,24.89,25.64,24.62,3350750.0
2025-10-17,24.75,25.15,25.9,24.64,4904868.0
2025-10-20,25.79,25.54,25.98,25.2,3166800.0
2025-10-21,25.55,26.57,26.8,25.18,6666403.0
2025-10-22,26.57,25.26,26.57,25.0,5293200.0
2025-10-23,25.5,24.89,25.5,24.6,2556350.0
2025-10-24,24.9,24.81,25.45,24.75,2687100.0
2025-10-27,24.8,25.03,25.27,24.8,2710000.0
2025-10-28,25.26,25.03,25.26,24.65,2566600.0
2025-10-29,25.0,25.24,25.69,24.51,3867450.0
2025-10-30,25.0,24.92,25.3,24.7,2970310.0
2025-10-31,24.9,27.51,28.38,24.82,13719043.0
2025-11-03,27.51,27.33,28.0,27.11,6855150.0
2025-11-04,27.17,26.91,27.47,26.57,4265650.0
2025-11-05,26.55,26.37,27.36,26.26,3731350.0
2025-11-06,26.58,26.2,27.02,25.8,7097863.0
2025-11-07,26.52,26.52,27.5,26.11,7701550.0
2025-11-10,26.78,25.46,27.29,25.01,7698600.0
2025-11-11,25.5,24.78,25.5,24.5,4377750.0
2025-11-12,24.73,25.34,25.93,24.33,3971680.0
2025-11-13,25.24,25.62,26.22,24.92,4036002.0
2025-11-14,25.18,26.02,27.23,25.18,7163926.0
2025-11-17,26.32,25.11,26.58,24.88,4287000.0
2025-11-18,25.06,24.18,25.06,24.01,3783100.0
2025-11-19,24.15,23.95,24.28,23.72,2013100.0
2025-11-20,23.95,23.7,24.2,23.58,2212037.0
2025-11-21,23.35,22.89,23.86,22.63,2762300.0
2025-11-24,23.2,23.12,23.65,22.87,2060650.0
2025-11-25,23.15,23.63,23.72,23.1,1788400.0
2025-11-26,23.7,23.78,24.03,23.58,2242670.0
2025-11-27,23.8,23.35,23.98,23.32,1574589.0
2025-11-28,23.47,23.81,23.9,23.12,1918561.0
2025-12-01,23.85,24.57,24.97,23.52,2971850.0
2025-12-02,24.51,25.44,25.51,24.12,3803105.0
2025-12-03,25.74,27.5,30.53,25.74,16120320.0
2025-12-04,28.41,29.07,32.8,27.9,20852227.0
2025-12-05,29.13,28.96,30.2,28.02,15961470.0
2025-12-08,28.44,29.33,29.49,28.12,11585903.0
2025-12-09,29.09,29.82,32.36,28.5,13592487.0
2025-12-10,29.5,28.44,29.82,28.33,10239620.0
2025-12-11,28.26,26.59,28.43,26.55,8793568.0
2025-12-12,26.34,26.86,27.72,25.8,5756450.0
2025-12-15,26.43,26.34,26.94,26.0,3561050.0
2025-12-16,26.6,25.16,26.6,24.93,4673100.0
2025-12-17,25.13,25.3,25.33,24.45,3243500.0
2025-12-18,25.78,25.19,26.0,25.16,4798500.0
2025-12-19,25.95,25.52,25.95,25.13,3277900.0
2025-12-22,25.5,26.71,27.22,25.5,6081613.0
2025-12-23,26.81,26.94,27.62,26.37,5448837.0
2025-12-24,26.65,27.97,28.19,26.64,5152800.0
