date,open,close,high,low,volume
2025-09-02,4.62,4.59,4.62,4.56,27459865.0
2025-09-03,4.58,4.55,4.6,4.55,17170479.0
2025-09-04,4.55,4.58,4.58,4.54,17727672.0
2025-09-05,4.58,4.61,4.61,4.57,19118673.0
2025-09-08,4.6,4.61,4.62,4.59,19416595.0
2025-09-09,4.61,4.58,4.61,4.56,17602660.0
2025-09-10,4.58,4.57,4.59,4.56,12250000.0
2025-09-11,4.57,4.59,4.6,4.54,17504105.0
2025-09-12,4.59,4.6,4.61,4.58,19643151.0
2025-09-15,4.6,4.59,4.63,4.58,15549548.0
2025-09-16,4.59,4.64,4.65,4.59,23169053.0
2025-09-17,4.64,4.65,4.66,4.63,19579220.0
2025-09-18,4.65,4.7,4.81,4.63,67950236.0
2025-09-19,4.7,4.68,4.7,4.63,30024373.0
2025-09-22,4.69,4.6,4.74,4.58,29247127.0
2025-09-23,4.59,4.55,4.6,4.48,31587887.0
2025-09-24,4.51,4.56,4.56,4.5,17234321.0
2025-09-25,4.54,4.5,4.57,4.49,20079156.0
2025-09-26,4.5,4.48,4.53,4.47,12936966.0
2025-09-29,4.46,4.46,4.48,4.41,21049240.0
2025-09-30,4.45,4.43,4.45,4.42,13749900.0
2025-10-09,4.43,4.48,4.49,4.42,14286509.0
2025-10-10,4.48,4.49,4.51,4.46,12963564.0
2025-10-13,4.4,4.43,4.44,4.36,17745895.0
2025-10-14,4.43,4.44,4.46,4.43,13193240.0
2025-10-15,4.44,4.48,4.49,4.43,9997775.0
2025-10-16,4.48,4.43,4.49,4.42,11862205.0
2025-10-17,4.43,4.38,4.44,4.37,14053834.0
2025-10-20,4.39,4.39,4.41,4.38,8681940.0
2025-10-21,4.39,4.43,4.44,4.38,13889520.0
2025-10-22,4.42,4.41,4.45,4.41,13675980.0
2025-10-23,4.41,4.45,4.46,4.4,14532434.0
2025-10-24,4.44,4.44,4.46,4.43,11642671.0
2025-10-27,4.46,4.45,4.47,4.44,13821756.0
2025-10-28,4.45,4.43,4.46,4.42,10529740.0
2025-10-29,4.43,4.41,4.44,4.39,15464288.0
2025-10-30,4.41,4.43,4.47,4.39,22002204.0
2025-10-31,4.43,4.44,4.46,4.42,14659780.0
2025-11-03,4.44,4.48,4.48,4.43,16922163.0
2025-11-04,4.48,4.48,4.5,4.46,17172540.0
2025-11-05,4.47,4.52,4.53,4.45,17497250.0
2025-11-06,4.51,4.53,4.53,4.49,14425100.0
2025-11-07,4.52,4.54,4.55,4.51,15031200.0
2025-11-10,4.54,4.57,4.58,4.52,17609860.0
2025-11-11,4.57,4.59,4.6,4.56,17708567.0
2025-11-12,4.6,4.54,4.61,4.53,22192140.0
2025-11-13,4.54,4.58,4.59,4.52,19825800.0
2025-11-14,4.56,4.55,4.6,4.55,18062327.0
2025-11-17,4.55,4.55,4.56,4.49,17889589.0
2025-11-18,4.55,4.49,4.56,4.46,20505040.0
2025-11-19,4.49,4.44,4.5,4.41,19129719.0
2025-11-20,4.45,4.42,4.47,4.4,15853280.0
2025-11-21,4.41,4.22,4.41,4.21,36216784.0
2025-11-24,4.21,4.22,4.24,4.17,18384214.0
2025-11-25,4.23,4.22,4.26,4.22,14150120.0
2025-11-26,4.22,4.22,4.24,4.2,9816415.0
2025-11-27,4.21,4.24,4.27,4.19,16521720.0
2025-11-28,4.24,4.25,4.26,4.21,9189273.0
2025-12-01,4.24,4.26,4.27,4.23,16082398.0
2025-12-02,4.26,4.69,4.69,4.25,110474019.0
2025-12-03,4.85,4.7,4.9,4.62,155221207.0
2025-12-04,4.66,4.61,4.71,4.59,77131039.0
2025-12-05,4.61,4.71,4.73,4.58,63504720.0
2025-12-08,4.71,4.82,4.82,4.67,67666044.0
2025-12-09,4.78,4.81,4.86,4.73,46532226.0
2025-12-10,4.78,4.79,4.81,4.71,41289042.0
2025-12-11,4.79,4.64,4.81,4.62,34929864.0
2025-12-12,4.64,4.56,4.68,4.55,35123860.0
2025-12-15,4.54,4.65,4.74,4.54,38631920.0
2025-12-16,4.66,4.79,4.85,4.63,74082128.0
2025-12-17,4.77,4.78,4.8,4.71,34088403.0
2025-12-18,4.78,4.8,4.84,4.73,38566840.0
2025-12-19,4.79,4.82,4.85,4.75,38294829.0
2025-12-22,4.84,4.8,4.85,4.78,24611660.0
2025-12-23,4.8,4.71,4.8,4.69,27309020.0
2025-12-24,4.7,4.75,4.75,4.69,16958768.0
2025-12-25,4.73,4.74,4.77,4.72,18606841.0
