date,open,close,high,low,volume
2025-09-02,3.35,3.38,3.4,3.28,129131958.0
2025-09-03,3.38,3.28,3.4,3.27,93829759.0
2025-09-04,3.27,3.26,3.31,3.23,77582500.0
2025-09-05,3.26,3.34,3.34,3.23,80235305.0
2025-09-08,3.34,3.36,3.38,3.33,77449775.0
2025-09-09,3.35,3.34,3.37,3.32,59709474.0
2025-09-10,3.33,3.36,3.37,3.33,53404191.0
2025-09-11,3.36,3.4,3.4,3.32,95024127.0
2025-09-12,3.4,3.4,3.43,3.38,82589046.0
2025-09-15,3.41,3.39,3.44,3.36,72780172.0
2025-09-16,3.39,3.41,3.41,3.37,63342669.0
2025-09-17,3.4,3.4,3.4,3.37,56121181.0
2025-09-18,3.39,3.46,3.54,3.38,199077767.0
2025-09-19,3.46,3.4,3.48,3.37,101399054.0
2025-09-22,3.4,3.37,3.4,3.32,72056024.0
2025-09-23,3.37,3.35,3.41,3.26,84267723.0
2025-09-24,3.33,3.35,3.35,3.3,51255492.0
2025-09-25,3.35,3.34,3.41,3.32,71775947.0
2025-09-26,3.33,3.3,3.37,3.3,71335871.0
2025-09-29,3.29,3.32,3.33,3.25,59767060.0
2025-09-30,3.28,3.28,3.33,3.26,58848512.0
2025-10-09,3.31,3.52,3.53,3.31,240408674.0
2025-10-10,3.55,3.54,3.61,3.47,184038151.0
2025-10-13,3.45,3.56,3.59,3.44,169018129.0
2025-10-14,3.6,3.61,3.76,3.54,217224052.0
2025-10-15,3.57,3.6,3.69,3.55,137337407.0
2025-10-16,3.59,3.51,3.6,3.48,117024192.0
2025-10-17,3.49,3.37,3.51,3.36,108657020.0
2025-10-20,3.4,3.43,3.45,3.37,86550073.0
2025-10-21,3.44,3.65,3.77,3.43,291345247.0
2025-10-22,3.63,3.63,3.69,3.58,194227446.0
2025-10-23,3.59,3.67,3.7,3.51,199902732.0
2025-10-24,3.66,3.59,3.68,3.54,157966071.0
2025-10-27,3.6,3.7,3.72,3.57,225527311.0
2025-10-28,3.69,3.68,3.75,3.64,193254990.0
2025-10-29,3.66,3.66,3.74,3.65,150453869.0
2025-10-30,3.64,3.63,3.72,3.58,155643742.0
2025-10-31,3.63,3.54,3.65,3.53,130587284.0
2025-11-03,3.59,3.71,3.77,3.58,231383717.0
2025-11-04,3.67,3.69,3.74,3.66,127727000.0
2025-11-05,3.66,3.71,3.74,3.63,137964994.0
2025-11-06,3.71,3.77,3.83,3.71,182294503.0
2025-11-07,3.73,3.72,3.83,3.71,149938590.0
2025-11-10,3.73,3.69,3.75,3.67,97300338.0
2025-11-11,3.69,3.68,3.75,3.66,108589500.0
2025-11-12,3.69,3.58,3.69,3.55,143322594.0
2025-11-13,3.56,3.61,3.64,3.54,104755878.0
2025-11-14,3.64,3.59,3.74,3.59,190626278.0
2025-11-17,3.57,3.53,3.6,3.51,111967746.0
2025-11-18,3.51,3.42,3.53,3.4,112897942.0
2025-11-19,3.41,3.4,3.44,3.37,71676948.0
2025-11-20,3.42,3.36,3.44,3.35,60642869.0
2025-11-21,3.33,3.27,3.35,3.26,102694160.0
2025-11-24,3.28,3.3,3.31,3.25,58826632.0
2025-11-25,3.31,3.29,3.32,3.28,63812520.0
2025-11-26,3.29,3.27,3.3,3.26,47277092.0
2025-11-27,3.27,3.23,3.27,3.22,56746780.0
2025-11-28,3.22,3.25,3.26,3.21,46990061.0
2025-12-01,3.25,3.45,3.52,3.24,211636520.0
2025-12-02,3.43,3.48,3.55,3.42,138947607.0
2025-12-03,3.47,3.83,3.83,3.45,447115726.0
2025-12-04,4.08,4.21,4.21,4.08,290822024.0
2025-12-05,4.35,4.63,4.63,4.31,543312313.0
2025-12-08,4.79,4.92,5.07,4.56,912462226.0
2025-12-09,4.88,4.63,4.91,4.45,596689381.0
2025-12-10,4.77,4.74,4.96,4.66,558097723.0
2025-12-11,4.94,4.71,5.21,4.67,689869269.0
2025-12-12,4.7,5.18,5.18,4.66,376591140.0
2025-12-15,5.69,5.38,5.7,5.35,765659982.0
2025-12-16,5.36,4.84,5.4,4.84,529192001.0
2025-12-17,4.84,5.32,5.32,4.79,642251622.0
2025-12-18,5.25,5.22,5.41,5.05,502123832.0
2025-12-19,5.56,5.57,5.74,5.51,637170620.0
2025-12-22,5.75,5.63,5.94,5.32,604814784.0
2025-12-23,5.48,5.24,5.52,5.18,393050644.0
2025-12-24,5.1,5.2,5.29,4.98,322177900.0
2025-12-25,5.18,5.14,5.44,5.1,317650181.0
2025-12-26,4.97,5.08,5.25,4.83,543378091.0
2025-12-29,5.04,4.86,5.04,4.81,293263309.0
2025-12-30,4.83,4.68,4.86,4.67,285455189.0
2025-12-31,4.7,4.78,4.85,4.66,239709888.0
2026-01-05,4.86,4.97,5.03,4.81,293720605.0
2026-01-06,4.98,5.01,5.03,4.86,296426689.0
2026-01-07,4.96,5.51,5.51,4.95,456211130.0
2026-01-08,5.74,6.06,6.06,5.63,262114178.0
2026-01-09,6.6,6.21,6.6,5.84,850954550.0
2026-01-12,6.23,6.41,6.65,6.21,690915519.0
2026-01-13,6.42,6.09,6.49,6.02,432670269.0
2026-01-14,5.95,5.98,6.25,5.92,387374878.0
2026-01-15,5.93,5.8,5.95,5.67,280099207.0
2026-01-16,5.81,5.65,5.91,5.62,224511624.0
2026-01-19,5.59,5.65,5.8,5.57,156507546.0
2026-01-20,5.69,5.43,5.7,5.34,202684902.0
2026-01-21,5.4,5.42,5.48,5.33,120594887.0
2026-01-22,5.47,5.68,5.74,5.46,328100087.0
2026-01-23,5.68,5.8,5.81,5.53,264854834.0
2026-01-26,5.84,5.42,5.87,5.42,251782383.0
2026-01-27,5.38,5.31,5.48,5.18,187926206.0
2026-01-28,5.28,5.24,5.29,5.15,137767678.0
2026-01-29,5.25,5.19,5.32,5.15,120910292.0
2026-01-30,5.2,5.12,5.23,5.01,124772066.0
2026-02-02,5.11,5.04,5.22,5.03,107300380.0
2026-02-03,5.09,5.18,5.19,5.06,103304012.0
2026-02-04,5.17,5.22,5.28,5.14,106495718.0
2026-02-05,5.26,5.16,5.26,5.12,95476755.0
2026-02-06,5.12,5.12,5.22,5.1,90800764.0
2026-02-09,5.18,5.19,5.25,5.15,84193832.0
2026-02-10,5.2,5.17,5.21,5.09,83493918.0
2026-02-11,5.16,5.13,5.19,5.12,63442125.0
2026-02-12,5.14,5.18,5.23,5.08,76995817.0
2026-02-13,5.07,4.97,5.09,4.97,137762898.0
2026-02-24,5.02,5.15,5.2,5.02,124337133.0
2026-02-25,5.17,5.22,5.23,5.12,94658582.0
2026-02-26,5.21,5.29,5.3,5.17,102143894.0
2026-02-27,5.28,5.27,5.29,5.21,76933790.0
2026-03-02,5.19,5.26,5.35,5.16,104862341.0
2026-03-03,5.27,4.85,5.27,4.83,173336566.0
2026-03-04,4.79,4.91,4.99,4.79,95126847.0
2026-03-05,4.93,5.07,5.18,4.93,155372676.0
2026-03-06,5.02,5.06,5.14,4.99,87833560.0
2026-03-09,5.06,5.03,5.07,4.93,89115430.0
2026-03-10,5.06,5.08,5.13,5.03,76462242.0
2026-03-11,5.06,4.98,5.09,4.97,95092271.0
2026-03-12,5.0,4.88,5.0,4.78,136504261.0
2026-03-13,4.86,4.95,5.02,4.81,128370034.0
2026-03-16,4.97,4.75,4.97,4.69,136761965.0
2026-03-17,4.76,4.69,4.81,4.68,69963241.0
2026-03-18,4.69,4.67,4.72,4.58,66597410.0
2026-03-19,4.62,4.53,4.64,4.51,70615206.0
2026-03-20,4.58,4.51,4.6,4.5,78966586.0
2026-03-23,4.44,4.29,4.49,4.26,95756917.0
2026-03-24,4.37,4.46,4.46,4.32,89866700.0
2026-03-25,4.46,4.52,4.55,4.45,72789322.0
2026-03-26,4.53,4.44,4.53,4.41,48701900.0
2026-03-27,4.4,4.48,4.51,4.37,45093420.0
2026-03-30,4.41,4.52,4.53,4.41,51931171.0
2026-03-31,4.52,4.51,4.6,4.5,61178497.0
2026-04-01,4.54,4.56,4.63,4.48,73723159.0
2026-04-02,4.56,4.48,4.62,4.44,73905200.0
2026-04-03,4.47,4.39,4.49,4.37,50630740.0
2026-04-07,4.39,4.42,4.44,4.37,43369267.0
2026-04-08,4.52,4.56,4.56,4.5,64677284.0
2026-04-09,4.53,4.5,4.53,4.47,44445279.0
2026-04-10,4.5,4.6,4.64,4.5,67200739.0
2026-04-13,4.59,4.46,4.59,4.45,83707500.0
2026-04-14,4.47,4.36,4.49,4.3,133426721.0
2026-04-15,4.36,4.29,4.52,4.26,138707001.0
2026-04-16,4.29,4.29,4.33,4.2,105676699.0
2026-04-17,4.27,4.23,4.28,4.16,117504288.0
2026-04-20,4.22,4.21,4.25,4.18,134090293.0
2026-04-21,4.2,4.2,4.27,4.18,75576299.0
2026-04-22,4.19,4.34,4.54,4.12,231914468.0
2026-04-23,4.34,4.32,4.51,4.25,176707056.0
2026-04-24,4.33,4.18,4.33,4.16,122803924.0
2026-04-27,4.16,4.23,4.24,4.15,86081278.0
2026-04-28,4.23,4.12,4.23,4.05,139924245.0
2026-04-29,4.08,4.15,4.16,4.07,78106840.0
2026-04-30,4.13,4.29,4.31,4.12,146609921.0
2026-05-06,4.29,4.3,4.33,4.24,112654370.0
2026-05-07,4.31,4.3,4.33,4.26,95864740.0
2026-05-08,4.28,4.33,4.35,4.24,89589664.0
2026-05-11,4.33,4.38,4.41,4.32,111128748.0
2026-05-12,4.38,4.27,4.38,4.26,101770955.0
2026-05-13,4.26,4.33,4.34,4.23,94676497.0
2026-05-14,4.34,4.12,4.35,4.12,130704483.0
2026-05-15,4.13,4.09,4.19,4.05,105090206.0
2026-05-18,4.07,4.03,4.08,4.0,91771980.0
2026-05-19,4.02,4.07,4.07,3.96,83005607.0
2026-05-20,4.04,3.96,4.05,3.94,73567401.0
2026-05-21,3.96,3.88,4.04,3.88,96612520.0
2026-05-22,3.9,3.93,3.95,3.86,63825863.0
2026-05-25,3.93,3.98,4.01,3.9,66595380.0
2026-05-26,3.96,3.9,3.96,3.84,71531144.0
