date,open,close,high,low,volume
2025-09-02,26.32,26.27,26.65,25.99,12961895.0
2025-09-03,26.19,26.13,26.44,25.65,9953237.0
2025-09-04,26.02,25.81,26.6,25.37,11408327.0
2025-09-05,25.9,27.67,27.85,25.81,22329025.0
2025-09-08,28.02,28.1,28.7,27.28,16122419.0
2025-09-09,28.0,27.67,28.5,27.43,10185774.0
2025-09-10,27.43,27.38,27.85,26.98,7689443.0
2025-09-11,27.1,27.67,27.89,26.9,8363975.0
2025-09-12,27.6,27.33,27.71,27.2,7737370.0
2025-09-15,27.44,27.5,28.03,27.43,8741420.0
2025-09-16,27.47,27.9,27.95,27.16,7288191.0
2025-09-17,27.8,31.37,31.62,27.54,26569611.0
2025-09-18,30.79,30.15,31.52,29.63,23389510.0
2025-09-19,29.96,29.73,30.84,29.59,12726638.0
2025-09-22,29.73,29.21,29.76,28.71,13254604.0
2025-09-23,29.22,28.91,29.75,28.19,13181363.0
2025-09-24,28.8,29.53,29.72,28.52,11125072.0
2025-09-25,29.57,29.72,30.54,29.29,13616924.0
2025-09-26,29.35,29.86,31.16,29.35,18757002.0
2025-09-29,30.18,30.44,30.6,29.46,16830089.0
2025-09-30,30.24,29.99,30.85,29.83,13627487.0
2025-10-09,30.0,30.43,30.63,29.1,16288374.0
2025-10-10,30.17,30.04,31.2,29.71,19741047.0
2025-10-13,28.01,29.66,30.18,27.95,16260204.0
2025-10-14,29.9,28.7,31.2,28.51,18285972.0
2025-10-15,28.76,29.81,29.98,28.29,14446845.0
2025-10-16,29.9,29.05,29.93,28.85,10262082.0
2025-10-17,28.9,27.5,29.03,27.0,13721077.0
2025-10-20,27.51,27.37,27.87,27.09,8355540.0
2025-10-21,27.51,27.65,28.13,27.41,8727604.0
2025-10-22,27.82,29.0,30.37,27.53,20372089.0
2025-10-23,28.79,30.6,30.65,28.23,27671949.0
2025-10-24,31.89,32.46,34.3,31.89,40725580.0
2025-10-27,32.54,31.27,32.79,30.63,28468816.0
2025-10-28,31.5,30.65,31.88,30.01,24404605.0
2025-10-29,29.15,29.51,29.55,28.4,30108534.0
2025-10-30,29.35,29.73,30.88,29.1,26771714.0
2025-10-31,29.75,29.3,30.62,29.22,17002819.0
2025-11-03,29.31,28.91,29.5,27.81,17386464.0
2025-11-04,29.02,28.17,29.26,27.79,13989276.0
2025-11-05,27.72,28.57,28.88,27.62,12885066.0
2025-11-06,28.53,28.72,28.96,28.03,12598481.0
2025-11-07,28.42,28.57,29.06,28.07,11379737.0
2025-11-10,28.79,28.82,29.24,28.44,14036041.0
2025-11-11,29.16,28.55,29.58,28.45,13953077.0
2025-11-12,28.61,27.36,28.62,27.1,13119865.0
