date,open,close,high,low,volume
2025-11-06,61.1,64.45,75.8,61.1,25972540.0
2025-11-07,55.98,50.96,55.98,50.81,21466926.0
2025-11-10,48.01,46.12,49.28,46.0,15246057.0
2025-11-11,46.15,46.97,48.1,45.08,13862149.0
2025-11-12,46.0,44.66,46.55,44.6,9466647.0
2025-11-13,44.22,43.19,44.22,43.03,8274160.0
2025-11-14,42.9,42.32,43.5,42.32,6085245.0
2025-11-17,42.17,42.43,42.72,41.7,5233699.0
2025-11-18,42.13,41.23,42.13,41.04,5205888.0
2025-11-19,41.11,41.04,41.93,40.94,3962099.0
2025-11-20,41.11,41.13,41.58,40.71,4011275.0
2025-11-21,40.81,38.68,40.99,38.66,4824940.0
2025-11-24,38.69,38.57,39.09,38.18,2867052.0
2025-11-25,38.79,39.18,39.47,38.58,3007808.0
2025-11-26,39.26,38.81,39.39,38.78,2579489.0
2025-11-27,38.61,39.12,39.53,38.6,3035111.0
2025-11-28,38.98,38.95,39.26,38.58,2064276.0
2025-12-01,38.93,39.35,39.37,38.93,2137117.0
2025-12-02,39.4,39.38,39.75,38.9,3018943.0
2025-12-03,39.37,38.33,39.37,38.1,3014379.0
2025-12-04,38.24,37.75,38.91,37.75,2569083.0
2025-12-05,37.76,37.57,37.9,37.28,2171553.0
2025-12-08,37.8,39.23,39.28,37.65,5152274.0
2025-12-09,39.88,42.15,42.55,39.88,12633002.0
2025-12-10,41.48,41.88,42.68,40.6,8483687.0
2025-12-11,42.24,42.81,42.81,41.4,8855924.0
2025-12-12,42.01,40.57,42.16,40.55,6636707.0
2025-12-15,40.1,39.11,40.1,39.05,5017475.0
2025-12-16,39.0,39.54,40.95,39.0,5885802.0
2025-12-17,38.75,38.61,39.37,37.75,4602462.0
2025-12-18,38.2,38.08,38.93,38.04,2783664.0
2025-12-19,38.24,39.09,39.72,37.86,4315355.0
2025-12-22,39.12,39.04,39.48,38.85,3113699.0
2025-12-23,38.94,38.07,38.97,37.68,3011524.0
2025-12-24,38.0,38.33,38.59,37.88,1725462.0
2025-12-25,38.32,38.3,38.32,37.96,1998197.0
2025-12-26,38.2,38.02,38.23,37.71,2524417.0
2025-12-29,38.14,37.72,38.46,37.67,2308343.0
2025-12-30,37.7,37.39,37.71,37.38,2056314.0
2025-12-31,37.57,36.91,37.57,36.85,2588885.0
2026-01-05,36.9,37.35,37.36,36.78,2587078.0
2026-01-06,37.3,37.96,38.28,37.23,3652796.0
2026-01-07,37.71,38.16,38.31,37.6,3342671.0
2026-01-08,38.0,38.07,38.36,37.92,2413582.0
2026-01-09,38.03,38.27,38.47,37.91,3139951.0
2026-01-12,38.28,38.45,38.45,38.05,2962136.0
2026-01-13,38.48,38.46,39.53,38.06,4093802.0
2026-01-14,38.36,38.01,38.65,37.74,3637360.0
2026-01-15,38.02,39.52,39.91,38.0,6667524.0
2026-01-16,39.39,39.39,39.97,39.2,3737268.0
2026-01-19,39.2,39.85,40.06,39.05,3330870.0
2026-01-20,39.7,39.36,40.1,39.09,3272917.0
2026-01-21,39.1,39.95,40.06,38.86,3576411.0
2026-01-22,39.96,39.55,40.25,39.43,2701824.0
2026-01-23,39.43,40.03,40.1,39.36,3236518.0
2026-01-26,40.2,39.44,40.27,38.87,2995780.0
2026-01-27,39.0,39.18,39.33,37.8,2585776.0
2026-01-28,39.0,38.8,39.31,38.61,2020754.0
2026-01-29,38.7,37.9,38.7,37.85,2046700.0
2026-01-30,37.96,38.07,38.48,37.8,1366194.0
2026-02-02,38.33,37.34,38.33,37.34,1341500.0
2026-02-03,37.5,37.57,37.7,37.2,1086125.0
2026-02-04,37.49,38.08,38.5,37.34,2027699.0
2026-02-05,37.93,38.26,38.99,37.88,2084188.0
2026-02-06,38.03,37.86,38.33,37.55,1451800.0
2026-02-09,37.8,38.01,38.09,37.8,1130881.0
2026-02-10,38.01,38.22,38.75,37.95,1656817.0
2026-02-11,38.33,37.88,38.33,37.85,931517.0
2026-02-12,37.88,37.62,38.03,37.56,965500.0
2026-02-13,37.65,37.44,38.05,37.4,1022627.0
2026-02-24,37.68,37.88,37.98,37.51,1118349.0
2026-02-25,37.87,37.74,38.02,37.69,1606300.0
2026-02-26,37.74,37.93,37.95,37.56,1774022.0
2026-02-27,37.83,37.72,37.97,37.6,1371928.0
2026-03-02,37.3,36.68,37.3,36.6,2191038.0
2026-03-03,36.71,35.36,37.13,35.35,1900130.0
2026-03-04,35.32,35.41,35.93,34.71,1559212.0
2026-03-05,35.55,35.49,35.79,35.43,959986.0
2026-03-06,35.47,35.85,35.85,35.23,691948.0
2026-03-09,35.66,35.54,35.73,35.03,835627.0
2026-03-10,35.54,35.98,36.18,35.54,832296.0
2026-03-11,36.03,35.85,36.07,35.8,768964.0
2026-03-12,35.84,36.35,36.4,35.68,1840352.0
2026-03-13,36.0,36.4,36.74,35.95,1404523.0
2026-03-16,36.3,36.86,36.86,36.14,1488614.0
2026-03-17,36.86,39.37,40.0,36.68,7362797.0
2026-03-18,38.98,38.68,38.98,37.91,4825150.0
2026-03-19,38.02,37.37,38.46,37.13,3009289.0
2026-03-20,37.11,35.7,37.69,35.65,2576174.0
2026-03-23,35.0,33.39,35.01,33.33,2325190.0
2026-03-24,33.82,34.02,34.17,33.35,1486978.0
2026-03-25,34.02,34.42,34.59,33.92,1258675.0
2026-03-26,34.2,33.61,34.45,33.47,1232590.0
2026-03-27,33.5,33.84,33.98,33.16,1205952.0
2026-03-30,33.07,33.46,33.53,32.92,1146695.0
2026-03-31,33.48,33.13,33.77,33.1,927185.0
2026-04-01,33.6,33.46,33.68,33.26,871223.0
2026-04-02,33.6,33.21,34.08,33.08,1157880.0
2026-04-03,33.24,32.21,33.32,32.13,1253043.0
2026-04-07,32.21,32.2,32.58,32.13,663800.0
2026-04-08,32.52,33.32,33.33,32.52,1351629.0
2026-04-09,33.09,32.89,33.09,32.7,999941.0
2026-04-10,33.2,33.23,33.52,33.06,934185.0
2026-04-13,33.23,33.5,33.5,33.05,923376.0
2026-04-14,33.62,33.58,33.69,33.31,824995.0
2026-04-15,33.6,33.45,34.04,33.45,1167024.0
2026-04-16,33.79,33.82,33.97,33.5,1005205.0
2026-04-17,33.77,33.71,33.8,33.51,871657.0
2026-04-20,33.71,33.86,33.89,33.56,759595.0
2026-04-21,33.7,33.66,33.82,33.39,799800.0
2026-04-22,33.64,33.25,33.64,33.18,1019885.0
2026-04-23,33.13,32.75,33.38,32.73,875095.0
2026-04-24,32.7,32.66,32.84,32.38,718570.0
2026-04-27,32.57,32.77,32.77,32.28,652112.0
2026-04-28,31.87,30.43,31.88,30.25,2939241.0
2026-04-29,30.26,30.4,30.55,30.0,1057920.0
2026-04-30,30.39,30.27,30.53,30.22,685585.0
2026-05-06,30.0,30.34,30.38,29.83,1640796.0
2026-05-07,30.25,30.39,30.47,30.16,1348256.0
2026-05-08,30.38,31.25,31.26,30.28,1969286.0
2026-05-11,31.12,30.93,31.28,30.86,1172009.0
2026-05-12,31.0,31.08,31.35,30.65,1587579.0
2026-05-13,30.9,31.27,31.73,30.46,1983794.0
2026-05-14,31.26,30.41,31.26,30.39,1634997.0
2026-05-15,30.38,30.63,31.04,30.13,1180165.0
2026-05-18,30.57,31.63,32.35,30.1,2965398.0
2026-05-19,31.33,32.78,33.5,31.2,3540998.0
2026-05-20,32.35,31.52,32.35,31.4,2334029.0
2026-05-21,31.55,32.41,34.38,31.52,4185457.0
2026-05-22,32.54,32.66,33.3,32.18,2915572.0
2026-05-25,32.66,31.79,32.66,31.5,2273353.0
2026-05-26,31.45,30.59,31.45,30.36,1802510.0
2026-05-27,30.28,29.81,30.58,29.8,1367036.0
2026-05-28,29.35,29.6,29.81,29.29,946862.0
2026-05-29,29.7,28.9,29.88,28.9,1131453.0
