date,open,close,high,low,volume
2025-09-02,20.01,19.96,20.06,19.7,1256460.0
2025-09-03,19.96,19.75,20.03,19.68,952630.0
2025-09-04,19.85,19.99,20.13,19.69,1459943.0
2025-09-05,20.1,20.02,20.1,19.85,1559941.0
2025-09-08,20.02,20.27,20.28,19.99,1509758.0
2025-09-09,20.27,20.65,20.81,20.14,2004888.0
2025-09-10,20.7,20.73,20.79,20.58,1416758.0
2025-09-11,20.73,20.84,21.04,20.59,1645807.0
2025-09-12,20.9,20.65,20.91,20.61,944936.0
2025-09-15,20.88,20.65,20.88,20.5,839860.0
2025-09-16,20.67,20.78,20.83,20.12,1490944.0
2025-09-17,20.7,20.54,20.88,20.52,1287260.0
2025-09-18,20.68,20.37,20.74,20.24,1291600.0
2025-09-19,20.47,20.47,20.54,20.23,1112512.0
2025-09-22,20.47,20.35,20.47,20.12,1268920.0
2025-09-23,20.4,20.29,20.45,19.92,1271524.0
2025-09-24,20.29,20.42,20.45,20.18,1052316.0
2025-09-25,20.4,20.38,20.47,20.2,1135480.0
2025-09-26,21.0,20.31,21.0,20.09,1533573.0
2025-09-29,20.28,20.17,20.3,19.95,1568973.0
2025-09-30,20.17,20.23,20.29,20.05,1027420.0
2025-10-09,20.24,19.95,20.24,19.78,1138196.0
2025-10-10,20.26,19.99,20.26,19.85,757640.0
2025-10-13,19.81,19.96,20.09,19.57,1424180.0
2025-10-14,20.05,19.95,20.14,19.92,882514.0
2025-10-15,20.0,19.98,20.15,19.86,923440.0
2025-10-16,19.96,19.94,20.04,19.82,687156.0
2025-10-17,19.92,19.8,19.99,19.8,813768.0
2025-10-20,19.85,19.9,20.02,19.79,879100.0
2025-10-21,19.83,20.11,20.2,19.83,878652.0
2025-10-22,20.16,20.1,20.26,20.0,974920.0
2025-10-23,20.06,20.3,20.3,20.02,1042756.0
2025-10-24,20.28,20.22,20.39,20.2,1235696.0
2025-10-27,20.31,20.25,20.34,20.1,1388302.0
2025-10-28,20.14,20.27,20.38,20.11,919868.0
2025-10-29,20.27,20.15,20.3,20.02,897804.0
2025-10-30,19.66,19.1,19.84,19.06,2339167.0
2025-10-31,19.12,19.28,19.48,18.9,1644238.0
2025-11-03,19.31,19.5,19.53,19.19,1425344.0
2025-11-04,19.5,19.45,19.59,19.35,924196.0
2025-11-05,19.37,19.65,19.74,19.32,1209316.0
2025-11-06,19.65,19.66,19.83,19.51,1268584.0
2025-11-07,19.75,20.4,20.45,19.63,4721416.0
2025-11-10,20.4,20.84,20.9,19.77,7751348.0
2025-11-11,20.51,20.57,21.38,20.0,6911184.0
2025-11-12,20.46,21.3,21.5,20.32,6448858.0
2025-11-13,21.31,21.82,21.82,20.5,8218446.0
2025-11-14,21.33,23.7,24.0,21.23,14987836.0
2025-11-17,22.55,22.0,22.99,21.96,10438063.0
2025-11-18,21.87,22.52,22.6,21.77,7414219.0
2025-11-19,22.31,22.57,22.89,22.11,5318513.0
