date,open,close,high,low,volume
2025-09-02,23.18,24.06,24.1,22.85,2639574.0
2025-09-03,24.06,23.91,24.99,23.67,2567409.0
2025-09-04,23.98,24.42,25.78,23.71,3081163.0
2025-09-05,24.36,24.37,24.62,23.82,2030585.0
2025-09-08,24.68,26.24,26.57,24.5,4519506.0
2025-09-09,26.14,27.6,27.74,25.67,4336684.0
2025-09-10,28.0,29.46,31.21,28.0,5760534.0
2025-09-11,29.5,30.46,31.1,28.61,4125712.0
2025-09-12,30.69,30.03,31.8,29.66,5339063.0
2025-09-15,30.01,29.96,30.48,29.6,2624947.0
2025-09-16,30.38,29.26,30.38,28.65,3071936.0
2025-09-17,29.36,28.75,29.36,26.88,4928196.0
2025-09-18,28.51,27.66,29.27,27.22,1923059.0
2025-09-19,27.75,27.25,28.49,26.85,1266980.0
2025-09-22,27.38,26.87,27.38,26.43,1084745.0
2025-09-23,26.96,26.88,27.16,25.5,1720918.0
2025-09-24,27.01,26.93,27.01,26.19,1090287.0
2025-09-25,26.95,27.2,27.45,26.28,1275201.0
2025-09-26,27.6,26.9,28.3,26.51,1967900.0
2025-09-29,26.75,27.8,27.93,26.54,1132889.0
2025-09-30,27.75,27.54,28.92,27.11,1382890.0
2025-10-09,27.46,27.94,28.2,27.14,993844.0
2025-10-10,28.04,27.71,28.4,27.19,1697658.0
2025-10-13,26.82,28.12,28.38,26.33,1257712.0
2025-10-14,28.34,28.5,29.31,28.1,1134507.0
2025-10-15,28.12,28.5,28.7,27.7,866191.0
2025-10-16,28.36,27.92,28.94,27.75,1454563.0
2025-10-17,28.0,27.85,28.45,27.65,954254.0
2025-10-20,28.2,27.45,28.2,26.87,1338063.0
2025-10-21,23.66,27.5,28.14,23.66,1092295.0
2025-10-22,27.38,27.29,27.38,26.76,940816.0
2025-10-23,27.51,28.7,29.48,26.67,2607135.0
2025-10-24,29.9,28.8,29.91,28.01,1404330.0
2025-10-27,29.19,28.23,29.19,28.2,1170148.0
2025-10-28,28.2,27.94,28.79,27.51,998595.0
2025-10-29,27.92,27.63,27.96,27.27,788628.0
2025-10-30,27.57,27.63,27.95,27.04,1241330.0
2025-10-31,27.99,28.71,28.84,27.55,1265695.0
2025-11-03,28.71,28.98,29.11,27.88,1266494.0
2025-11-04,28.81,28.24,28.88,28.03,874764.0
2025-11-05,28.22,28.23,28.84,28.11,462958.0
2025-11-06,28.21,28.78,28.93,27.85,708666.0
2025-11-07,28.79,28.9,29.05,28.36,483621.0
2025-11-10,28.9,29.31,29.53,28.6,529977.0
2025-11-11,29.45,29.06,29.88,28.87,573550.0
2025-11-12,29.29,28.7,29.42,28.53,522122.0
2025-11-13,28.7,28.73,28.99,28.41,569426.0
2025-11-14,28.8,31.2,31.47,28.6,2380199.0
2025-11-17,30.91,33.46,33.48,30.26,2276242.0
2025-11-18,32.81,32.49,33.44,31.97,1752286.0
2025-11-19,32.58,32.89,33.44,31.83,1193635.0
2025-11-20,32.5,32.5,33.67,32.1,1370071.0
2025-11-21,32.28,30.55,32.63,29.88,1699847.0
2025-11-24,30.7,30.8,31.13,29.63,1315598.0
2025-11-25,30.76,31.16,31.28,30.54,1542505.0
2025-11-26,30.54,27.8,32.17,27.59,3300868.0
2025-11-27,26.95,26.49,28.62,26.08,4753126.0
2025-11-28,26.56,27.86,27.88,26.08,1848710.0
2025-12-01,28.06,27.09,28.86,27.01,1743106.0
2025-12-02,27.02,26.63,27.66,26.5,1094144.0
2025-12-03,26.88,26.18,26.88,25.87,1042376.0
2025-12-04,26.31,26.12,26.76,25.22,1370634.0
2025-12-05,25.18,26.27,26.27,25.18,705112.0
2025-12-08,26.58,25.57,26.58,25.51,1126144.0
2025-12-09,25.57,25.25,25.85,25.2,795279.0
2025-12-10,25.42,25.15,25.42,24.86,824235.0
2025-12-11,25.2,24.39,25.22,24.39,954813.0
2025-12-12,24.43,24.52,24.98,23.98,1405618.0
2025-12-15,23.99,25.14,26.09,23.99,1959607.0
2025-12-16,25.35,24.47,25.35,24.31,880692.0
2025-12-17,24.47,24.42,24.6,24.08,626538.0
2025-12-18,23.87,24.34,24.62,23.87,459175.0
