日期,昨日涨跌幅,开盘涨幅,入场价,入场原因,代码,收益_1日,收益_3日,收益_5日,收益_10日,涨跌幅区间
2025-11-26,3.181552831290136,-0.367751060820376,35.22,昨日涨跌幅+3.18%，符合2%-7%区间,002138,-1.42,0.15,-0.05,-0.22,3%~4%
2025-12-01,4.3365881677196905,-0.9083402146985886,36.0,昨日涨跌幅+4.34%，符合2%-7%区间,002138,-3.09,-3.0,-1.61,-5.14,4%~5%
2025-12-18,2.8656716417910566,-1.0156703424260005,34.11,昨日涨跌幅+2.87%，符合2%-7%区间,002138,0.78,1.89,7.55,6.61,2%~3%
2025-12-23,2.6979982593559715,-0.056497175141234646,35.38,昨日涨跌幅+2.70%，符合2%-7%区间,002138,3.68,2.77,2.94,3.2,2%~3%
2025-12-25,5.538020086083217,0.32626427406199365,36.9,昨日涨跌幅+5.54%，符合2%-7%区间,002138,-1.47,-1.31,-1.47,3.03,5%~7%
2026-01-06,2.617506332676612,0.10970927043334466,36.5,昨日涨跌幅+2.62%，符合2%-7%区间,002138,-2.2,1.91,1.8,4.79,2%~3%
2026-01-09,2.2625698324022503,-0.27314941272876814,36.51,昨日涨跌幅+2.26%，符合2%-7%区间,002138,4.13,1.72,6.13,8.95,2%~3%
2026-01-13,2.1983914209115385,-0.7082896117523552,37.85,昨日涨跌幅+2.20%，符合2%-7%区间,002138,-1.89,2.36,1.04,4.58,2%~3%
2026-01-19,3.1324661534377407,0.38610038610038533,39.0,昨日涨跌幅+3.13%，符合2%-7%区间,002138,-1.95,2.08,0.49,-5.36,3%~4%
2026-01-22,2.6597131681877384,1.5748031496063186,39.99,昨日涨跌幅+2.66%，符合2%-7%区间,002138,-0.56,-1.03,-1.76,-6.41,2%~3%
2026-02-04,2.0259319286871857,-0.4500926661371474,37.6,昨日涨跌幅+2.03%，符合2%-7%区间,002138,-0.44,1.48,2.03,14.03,2%~3%
2026-02-10,3.545331529093354,0.5750130684788246,38.48,昨日涨跌幅+3.55%，符合2%-7%区间,002138,-0.31,2.55,9.41,6.58,3%~4%
2026-02-13,3.4572394073303814,-1.2562814070351758,39.3,昨日涨跌幅+3.46%，符合2%-7%区间,002138,6.0,9.08,10.53,-1.4,3%~4%
2026-02-25,5.559767500631807,1.6519032798659294,42.46,昨日涨跌幅+5.56%，符合2%-7%区间,002138,0.94,2.29,-3.44,-6.83,5%~7%
2026-03-03,4.186602870813405,0.7577497129735988,43.88,昨日涨跌幅+4.19%，符合2%-7%区间,002138,-6.57,-7.98,-7.75,-14.25,4%~5%
2026-03-11,4.47761194029852,0.0,40.6,昨日涨跌幅+4.48%，符合2%-7%区间,002138,-5.58,-5.13,-5.3,-12.42,4%~5%
2026-03-19,2.145695364238409,-1.9190871369294649,37.82,昨日涨跌幅+2.15%，符合2%-7%区间,002138,-4.8,-8.13,-7.9,-13.79,2%~3%
2026-03-26,2.35294117647058,-0.47659097280629004,35.5,昨日涨跌幅+2.35%，符合2%-7%区间,002138,-2.03,-4.84,-8.14,-3.8,2%~3%
2026-04-15,2.545559733873315,1.5796897038081736,36.01,昨日涨跌幅+2.55%，符合2%-7%区间,002138,-1.03,-2.45,0.08,-2.61,2%~3%
2026-04-23,2.9629629629629672,-0.08301051466519382,36.11,昨日涨跌幅+2.96%，符合2%-7%区间,002138,-2.72,-2.5,-6.26,2.74,2%~3%
2026-05-08,5.8653568332851735,-0.7914847161571981,36.35,昨日涨跌幅+5.87%，符合2%-7%区间,002138,2.36,4.75,-2.26,18.84,5%~7%
2026-05-14,2.63440860215054,0.5500261917234184,38.39,昨日涨跌幅+2.63%，符合2%-7%区间,002138,-7.47,3.31,3.65,27.36,2%~3%
2026-05-19,2.975021049677218,-0.5178522758244708,36.5,昨日涨跌幅+2.98%，符合2%-7%区间,002138,8.84,18.35,23.42,33.56,2%~3%
2024-01-19,2.09812782440284,-0.4110022130888402,31.5,昨日涨跌幅+2.10%，符合2%-7%区间,002415,-2.22,-0.66,0.35,-1.61,2%~3%
2024-01-25,2.0819778789850307,0.0,31.38,昨日涨跌幅+2.08%，符合2%-7%区间,002415,0.74,1.12,1.31,6.95,2%~3%
2024-01-26,2.16698534098152,0.06238303181533844,32.08,昨日涨跌幅+2.17%，符合2%-7%区间,002415,-2.09,-0.78,-3.4,5.08,2%~3%
2024-02-07,4.662379421221852,0.09216589861751334,32.58,昨日涨跌幅+4.66%，符合2%-7%区间,002415,3.0,3.8,5.06,6.99,4%~5%
2024-02-19,2.186456119040381,2.8528974739970403,34.61,昨日涨跌幅+2.19%，符合2%-7%区间,002415,-2.3,-1.12,-1.2,0.85,2%~3%
2024-03-04,2.0886981402002736,0.02802690582959233,35.69,昨日涨跌幅+2.09%，符合2%-7%区间,002415,-0.76,-5.16,-4.45,-6.39,2%~3%
2024-04-02,2.1455223880597174,0.334855403348544,32.96,昨日涨跌幅+2.15%，符合2%-7%区间,002415,-3.86,-3.68,-5.5,-3.28,2%~3%
2024-04-23,2.336448598130847,0.15220700152205335,32.9,昨日涨跌幅+2.34%，符合2%-7%区间,002415,-1.47,-0.37,0.36,0.54,2%~3%
2024-07-12,2.3113528212100665,0.16611295681061566,30.15,昨日涨跌幅+2.31%，符合2%-7%区间,002415,-0.68,0.15,0.22,-2.27,2%~3%
2024-09-02,2.101643102789441,-0.33682634730538563,26.63,昨日涨跌幅+2.10%，符合2%-7%区间,002415,-1.14,-0.84,-5.16,-5.91,2%~3%
2024-09-11,2.0529016975918024,-0.6576402321083252,25.68,昨日涨跌幅+2.05%，符合2%-7%区间,002415,-1.88,-2.42,-1.6,15.34,2%~3%
2024-09-25,3.234714003944772,1.5666794038975862,26.58,昨日涨跌幅+3.23%，符合2%-7%区间,002415,5.89,21.2,18.23,6.12,3%~4%
2024-09-26,2.827665265571256,0.0,26.91,昨日涨跌幅+2.83%，符合2%-7%区间,002415,10.05,25.44,16.29,3.73,2%~3%
2024-09-27,4.868078781122254,2.7639971651311157,29.0,昨日涨跌幅+4.87%，符合2%-7%区间,002415,11.06,8.34,1.89,-0.73,4%~5%
2024-09-30,5.209071580439417,4.47962276860896,31.02,昨日涨跌幅+5.21%，符合2%-7%区间,002415,8.78,0.85,-2.21,-1.21,5%~7%
2024-10-09,4.769278414369782,-1.5666568134791614,33.3,昨日涨跌幅+4.77%，符合2%-7%区间,002415,-6.08,-8.93,-15.36,-7.49,4%~5%
2024-10-15,2.6662166722916103,0.06574621959236637,30.44,昨日涨跌幅+2.67%，符合2%-7%区间,002415,-7.38,-5.44,1.03,0.05,2%~3%
2024-10-21,3.1439799928546064,6.685140284031865,30.8,昨日涨跌幅+3.14%，符合2%-7%区间,002415,-0.15,-0.73,-0.9,0.37,3%~4%
2024-10-22,6.442674056113606,-0.09762447120078566,30.7,昨日涨跌幅+6.44%，符合2%-7%区间,002415,0.37,0.53,-0.8,2.07,5%~7%
2024-11-05,2.921646746347939,0.0,31.0,昨日涨跌幅+2.92%，符合2%-7%区间,002415,0.53,1.66,3.49,0.01,2%~3%
2024-11-12,4.0506329113924044,0.36496350364962904,33.0,昨日涨跌幅+4.05%，符合2%-7%区间,002415,-2.04,-5.13,-6.07,-10.61,4%~5%
2024-12-09,3.0955585464333746,0.032637075718011666,30.65,昨日涨跌幅+3.10%，符合2%-7%区间,002415,4.03,2.75,-1.1,-0.05,3%~4%
2024-12-10,2.056135770234979,5.116725295810665,32.87,昨日涨跌幅+2.06%，符合2%-7%区间,002415,-4.42,-6.55,-7.49,-6.76,2%~3%
2024-12-11,2.2385673169171616,0.0,31.97,昨日涨跌幅+2.24%，符合2%-7%区间,002415,-1.5,-5.19,-3.31,-2.53,2%~3%
2025-01-15,2.4936754607878475,0.03526093088859206,28.37,昨日涨跌幅+2.49%，符合2%-7%区间,002415,-1.13,-0.6,0.04,6.77,2%~3%
2025-02-06,3.341370995521875,-0.33333333333334103,29.9,昨日涨跌幅+3.34%，符合2%-7%区间,002415,3.0,4.13,1.69,7.04,3%~4%
2025-02-17,3.443752049852411,1.0779961953075512,31.88,昨日涨跌幅+3.44%，符合2%-7%区间,002415,0.41,0.38,-0.37,-4.55,3%~4%
2025-04-11,2.342917997870053,-0.7977800901838306,28.6,昨日涨跌幅+2.34%，符合2%-7%区间,002415,0.07,-1.12,-1.08,-1.75,2%~3%
2025-05-07,2.19780219780219,0.7630939993062968,29.05,昨日涨跌幅+2.20%，符合2%-7%区间,002415,-0.73,-0.66,-0.42,-2.24,2%~3%
2025-08-04,3.594306049822049,-1.2366884232222541,28.75,昨日涨跌幅+3.59%，符合2%-7%区间,002415,1.74,1.11,0.07,4.14,3%~4%
2025-08-06,2.6601330066503337,-0.1022843504943638,29.3,昨日涨跌幅+2.66%，符合2%-7%区间,002415,-0.79,-1.82,0.47,2.76,2%~3%
2025-08-25,2.505769864820317,1.2544226439369588,31.48,昨日涨跌幅+2.51%，符合2%-7%区间,002415,-0.92,-1.23,-1.33,-3.93,2%~3%
2025-09-09,2.3970290344361933,0.0,30.33,昨日涨跌幅+2.40%，符合2%-7%区间,002415,-0.71,1.1,1.5,-0.41,2%~3%
2025-09-12,2.2847682119205404,0.2913564260278445,30.98,昨日涨跌幅+2.28%，符合2%-7%区间,002415,-1.86,-1.02,-1.15,-1.31,2%~3%
2025-09-25,2.2449653350940846,0.09686793671295213,31.0,昨日涨跌幅+2.24%，符合2%-7%区间,002415,-1.38,1.4,9.11,6.37,2%~3%
2025-10-23,2.731737262124012,-0.2987750224081265,33.37,昨日涨跌幅+2.73%，符合2%-7%区间,002415,-0.52,-1.45,-0.73,-4.98,2%~3%
2026-01-13,4.560475875743553,0.6637168141592875,31.85,昨日涨跌幅+4.56%，符合2%-7%区间,002415,-1.6,-2.95,-2.51,-0.12,4%~5%
2026-01-22,4.688503532434174,0.30674846625766694,32.7,昨日涨跌幅+4.69%，符合2%-7%区间,002415,-2.57,-2.73,-1.81,-0.89,4%~5%
2026-04-09,2.251655629139071,-0.9715025906735786,30.58,昨日涨跌幅+2.25%，符合2%-7%区间,002415,3.42,9.2,9.4,9.24,2%~3%
2026-04-13,3.0884265279583767,-0.6307158625039389,31.51,昨日涨跌幅+3.09%，符合2%-7%区间,002415,5.97,6.16,9.24,7.53,3%~4%
2026-04-14,2.964364553768517,0.27565084226648384,32.74,昨日涨跌幅+2.96%，符合2%-7%区间,002415,1.13,0.91,2.74,5.55,2%~3%
2026-04-15,2.54211332312404,-0.0896057347670065,33.45,昨日涨跌幅+2.54%，符合2%-7%区间,002415,-0.01,2.89,0.26,3.79,2%~3%
2026-04-21,4.16540899486868,-0.02897710808460463,34.5,昨日涨跌幅+4.17%，符合2%-7%区间,002415,-2.8,-2.89,0.15,2.76,4%~5%
2026-04-29,2.0017662643508904,-0.43290043290042934,34.5,昨日涨跌幅+2.00%，符合2%-7%区间,002415,4.91,3.95,2.21,-4.63,2%~3%
2026-05-06,4.251651824188452,1.074676219344184,36.68,昨日涨跌幅+4.25%，符合2%-7%区间,002415,-2.24,-3.88,-6.25,-11.54,4%~5%
2024-01-12,3.8502109704641407,0.3555104113763363,19.76,昨日涨跌幅+3.85%，符合2%-7%区间,300045,-2.71,0.38,-0.18,-1.85,3%~4%
2024-01-18,4.081632653061229,0.10055304172951196,19.91,昨日涨跌幅+4.08%，符合2%-7%区间,300045,-0.93,-7.76,-0.83,-18.46,4%~5%
2024-01-19,3.5193564605329186,-1.4084507042253502,20.3,昨日涨跌幅+3.52%，符合2%-7%区间,300045,-9.74,-3.33,-4.47,-22.84,3%~4%
2024-01-25,6.840390879478808,-1.6260162601625994,19.36,昨日涨跌幅+6.84%，符合2%-7%区间,300045,0.18,-14.33,-16.14,-19.34,5%~7%
2024-02-07,6.25,0.20283975659229903,14.82,昨日涨跌幅+6.25%，符合2%-7%区间,300045,5.46,26.04,28.73,51.14,5%~7%
2024-02-19,4.258150365934799,2.105934907466489,16.0,昨日涨跌幅+4.26%，符合2%-7%区间,300045,16.72,19.22,25.53,48.78,4%~5%
2024-02-23,3.0172413793103647,0.5230125523012497,19.22,昨日涨跌幅+3.02%，符合2%-7%区间,300045,4.45,2.79,19.13,16.68,3%~4%
2024-02-26,3.661087866108792,-1.5136226034308864,19.52,昨日涨跌幅+3.66%，符合2%-7%区间,300045,13.86,14.68,21.9,15.7,3%~4%
2024-03-04,2.2727272727272707,0.08714596949890296,22.97,昨日涨跌幅+2.27%，符合2%-7%区间,300045,-0.67,-4.59,-1.72,8.78,2%~3%
2024-03-05,3.9215686274509887,-2.767295597484276,23.19,昨日涨跌幅+3.92%，符合2%-7%区间,300045,0.58,-3.34,1.4,11.84,3%~4%
2024-03-07,2.229020979020979,-1.6673792218896977,23.0,昨日涨跌幅+2.23%，符合2%-7%区间,300045,-2.54,2.24,2.98,6.29,2%~3%
2024-03-11,2.2747952684258443,-2.0017793594306,22.03,昨日涨跌幅+2.27%，符合2%-7%区间,300045,6.76,7.53,13.43,6.62,2%~3%
2024-03-13,4.151943462897512,1.526717557251911,23.94,昨日涨跌幅+4.15%，符合2%-7%区间,300045,-1.07,4.36,5.36,-11.27,4%~5%
2024-03-14,2.247667514843088,-1.2857735379510515,23.8,昨日涨跌幅+2.25%，符合2%-7%区间,300045,2.83,8.96,2.7,-2.97,2%~3%
2024-03-18,3.3263157894736883,1.5077424612876866,24.91,昨日涨跌幅+3.33%，符合2%-7%区间,300045,4.1,-1.89,-5.74,-1.44,3%~4%
2024-03-19,2.078239608801957,0.678642714570854,25.22,昨日涨跌幅+2.08%，符合2%-7%区间,300045,-0.0,-6.82,-8.49,-2.46,2%~3%
2024-03-20,3.792415169660668,-2.3076923076923106,25.4,昨日涨跌幅+3.79%，符合2%-7%区间,300045,-3.78,-7.56,-16.38,-5.71,3%~4%
2024-04-01,3.3678756476684057,1.4202172096908994,24.28,昨日涨跌幅+3.37%，符合2%-7%区间,300045,1.33,-3.86,-10.08,-16.38,3%~4%
2024-04-02,2.8404344193817765,-0.8935824532900205,24.4,昨日涨跌幅+2.84%，符合2%-7%区间,300045,-1.84,-5.61,-12.29,-13.48,2%~3%
2024-04-19,3.976435935198808,-1.4164305949008527,20.88,昨日涨跌幅+3.98%，符合2%-7%区间,300045,-6.22,-0.9,-0.62,-1.81,3%~4%
2024-04-29,4.62543991955755,-1.7299375300336317,20.45,昨日涨跌幅+4.63%，符合2%-7%区间,300045,-0.67,4.85,-0.57,-7.13,4%~5%
2024-05-08,3.6144578313253017,-0.46511627906977715,21.4,昨日涨跌幅+3.61%，符合2%-7%区间,300045,-5.0,-11.59,-12.2,-8.04,3%~4%
2024-05-20,2.5196850393700787,0.10240655401945187,19.55,昨日涨跌幅+2.52%，符合2%-7%区间,300045,0.95,-2.38,-6.78,-3.45,2%~3%
2024-05-21,3.430619559651804,0.1980198019801982,20.24,昨日涨跌幅+3.43%，符合2%-7%区间,300045,-2.75,-10.41,-10.46,-9.22,3%~4%
2024-06-03,3.695652173913033,0.8909853249476019,19.25,昨日涨跌幅+3.70%，符合2%-7%区间,300045,-4.54,-9.68,-6.1,-2.62,3%~4%
2024-06-12,2.083333333333326,-0.60672917815775,18.02,昨日涨跌幅+2.08%，符合2%-7%区间,300045,1.0,2.55,4.05,-1.06,2%~3%
2024-06-18,2.319160684704591,-0.3237992444684368,18.47,昨日涨跌幅+2.32%，符合2%-7%区间,300045,1.51,-4.83,-11.05,-3.85,2%~3%
2024-07-01,2.85547785547784,-0.8498583569405027,17.5,昨日涨跌幅+2.86%，符合2%-7%区间,300045,1.49,-2.91,-4.62,2.63,2%~3%
2024-07-10,3.1063321385902176,-0.4055619930475096,17.19,昨日涨跌幅+3.11%，符合2%-7%区间,300045,1.7,4.49,0.53,-5.28,3%~4%
2024-07-12,2.2753792298716435,-0.399315459212779,17.46,昨日涨跌幅+2.28%，符合2%-7%区间,300045,2.87,-1.02,-1.25,1.32,2%~3%
2024-07-16,2.6210826210826266,-1.1660188784008985,17.8,昨日涨跌幅+2.62%，符合2%-7%区间,300045,-2.92,-3.15,-5.9,1.97,2%~3%
2024-08-07,2.1486643437863107,1.5349630471859,17.86,昨日涨跌幅+2.15%，符合2%-7%区间,300045,-4.42,-7.61,-6.1,-9.13,2%~3%
2024-08-08,4.889141557703236,-1.2466124661246636,18.22,昨日涨跌幅+4.89%，符合2%-7%区间,300045,-6.81,-7.8,-7.36,-12.41,4%~5%
2024-08-26,3.31043098063708,-0.846432889963733,16.4,昨日涨跌幅+3.31%，符合2%-7%区间,300045,-4.55,-1.99,-1.13,-3.76,3%~4%
2024-09-02,2.3573200992555776,1.3333333333333197,16.72,昨日涨跌幅+2.36%，符合2%-7%区间,300045,1.33,-1.06,-5.6,-8.06,2%~3%
2024-09-04,4.489544895448927,-1.7068864037669162,16.7,昨日涨跌幅+4.49%，符合2%-7%区间,300045,-0.94,-5.49,-3.87,-5.07,4%~5%
2024-09-26,2.1263669501822458,-0.773349196906592,16.68,昨日涨跌幅+2.13%，符合2%-7%区间,300045,9.31,55.06,32.09,61.77,2%~3%
2024-09-30,6.713368359603056,5.251641137855567,19.24,昨日涨跌幅+6.71%，符合2%-7%区间,300045,34.39,14.48,16.82,69.68,5%~7%
2024-10-18,4.362934362934379,-0.8509064002959699,26.8,昨日涨跌幅+4.36%，符合2%-7%区间,300045,21.73,7.78,8.0,-6.06,4%~5%
2024-10-21,3.9215686274509673,3.239587041651837,29.0,昨日涨跌幅+3.92%，符合2%-7%区间,300045,3.55,-2.97,-1.18,-10.42,3%~4%
2024-10-28,2.834868887313968,0.3101309441764233,29.11,昨日涨跌幅+2.83%，符合2%-7%区间,300045,2.98,-3.23,-10.76,0.78,2%~3%
2024-10-30,4.592901878914413,-3.792415169660668,28.92,昨日涨跌幅+4.59%，符合2%-7%区间,300045,-2.6,-10.17,-5.67,-2.39,4%~5%
2024-11-05,3.2079207920792108,-0.038372985418255734,26.05,昨日涨跌幅+3.21%，符合2%-7%区间,300045,4.75,10.51,9.97,-2.39,3%~4%
2024-11-06,4.911742133538,1.3167520117044695,27.7,昨日涨跌幅+4.91%，符合2%-7%区间,300045,-1.8,5.93,1.92,-7.18,4%~5%
2024-11-11,5.79178885630498,4.469854469854462,30.15,昨日涨跌幅+5.79%，符合2%-7%区间,300045,-5.02,-10.73,-17.83,-19.09,5%~7%
2024-11-20,2.574416733708773,-0.4313725490196041,25.39,昨日涨跌幅+2.57%，符合2%-7%区间,300045,4.68,-3.86,-3.31,-4.18,2%~3%
2024-11-22,3.334625823962778,-0.9380863039399667,26.4,昨日涨跌幅+3.33%，符合2%-7%区间,300045,-7.55,-7.02,-7.51,-6.3,3%~4%
2024-11-28,3.098827470686772,-0.08123476848090894,24.6,昨日涨跌幅+3.10%，符合2%-7%区间,300045,-0.73,1.39,0.05,2.04,3%~4%
2024-12-11,2.1955260977630564,-0.486420753952177,24.55,昨日涨跌幅+2.20%，符合2%-7%区间,300045,2.25,-4.31,-6.92,-11.69,2%~3%
2024-12-30,2.6146788990825787,-0.3129190880643784,22.3,昨日涨跌幅+2.61%，符合2%-7%区间,300045,-6.6,-14.58,-13.51,-10.68,2%~3%
2025-01-08,2.3809523809523947,0.0,19.35,昨日涨跌幅+2.38%，符合2%-7%区间,300045,-0.33,-2.86,1.84,-1.78,2%~3%
2025-01-15,5.994694960212188,0.10010010010010895,20.0,昨日涨跌幅+5.99%，符合2%-7%区间,300045,-0.38,-0.08,-4.98,1.77,5%~7%
2025-02-06,4.892473118279561,0.0,19.51,昨日涨跌幅+4.89%，符合2%-7%区间,300045,6.13,7.41,7.36,11.0,4%~5%
2025-02-07,4.6130189646335085,0.19598236158744342,20.45,昨日涨跌幅+4.61%，符合2%-7%区间,300045,5.1,4.37,2.95,6.71,4%~5%
2025-02-11,3.805394990366073,-0.23201856148492572,21.5,昨日涨跌幅+3.81%，符合2%-7%区间,300045,-0.75,-2.09,-6.14,6.88,3%~4%
2025-02-20,3.063241106719383,-0.28763183125598557,20.8,昨日涨跌幅+3.06%，符合2%-7%区间,300045,4.91,10.49,9.58,6.07,3%~4%
2025-02-21,4.074784276126575,-0.41455550437585753,21.62,昨日涨跌幅+4.07%，符合2%-7%区间,300045,2.03,5.13,-1.67,-0.84,4%~5%
2025-02-26,4.159132007233257,1.5625,23.4,昨日涨跌幅+4.16%，符合2%-7%区间,300045,-2.63,-10.41,-6.6,-4.9,4%~5%
2025-03-05,2.3300047551117364,-0.5576208178438735,21.4,昨日涨跌幅+2.33%，符合2%-7%区间,300045,3.08,-0.37,4.02,0.93,2%~3%
2025-03-12,6.45463049579047,1.0105448154657193,22.99,昨日涨跌幅+6.45%，符合2%-7%区间,300045,-4.93,-4.63,-6.07,-15.37,5%~7%
2025-04-02,2.754237288135597,-0.7216494845360688,19.26,昨日涨跌幅+2.75%，符合2%-7%区间,300045,-2.56,-16.43,-11.65,-12.69,2%~3%
2025-04-10,3.7151702786377694,3.1641791044776157,17.28,昨日涨跌幅+3.72%，符合2%-7%区间,300045,2.44,0.36,-2.65,-2.02,3%~4%
2025-04-14,3.98359695371997,1.4647887323943731,18.01,昨日涨跌幅+3.98%，符合2%-7%区间,300045,-3.72,-6.61,-4.67,-8.94,3%~4%
2025-04-24,2.4749558043606568,-1.0925819436457762,17.2,昨日涨跌幅+2.47%，符合2%-7%区间,300045,-2.84,-1.97,3.73,8.67,2%~3%
2025-04-30,2.7963525835866365,-1.0644589000591398,16.73,昨日涨跌幅+2.80%，符合2%-7%区间,300045,6.65,12.99,14.07,8.87,2%~3%
2025-05-07,4.375729288214703,0.838457238680812,18.04,昨日涨跌幅+4.38%，符合2%-7%区间,300045,4.76,5.76,2.77,-0.34,4%~5%
2025-05-09,4.580573951434874,0.0,18.95,昨日涨跌幅+4.58%，符合2%-7%区间,300045,0.67,-2.18,-4.34,-7.93,4%~5%
2025-05-13,3.405405405405393,0.8363826450601186,19.29,昨日涨跌幅+3.41%，符合2%-7%区间,300045,-3.91,-6.03,-6.19,-7.28,3%~4%
2025-05-30,4.496300512236773,-0.4901960784313708,18.27,昨日涨跌幅+4.50%，符合2%-7%区间,300045,-1.37,-1.1,0.54,-2.14,4%~5%
2025-06-10,2.2765130483064944,0.9229098805646041,18.59,昨日涨跌幅+2.28%，符合2%-7%区间,300045,-1.41,-4.53,-0.33,-1.36,2%~3%
2025-06-18,3.6252091466815406,-1.5069967707211918,18.3,昨日涨跌幅+3.63%，符合2%-7%区间,300045,-2.36,-0.44,1.91,0.92,3%~4%
2025-06-24,3.630175836642091,-0.3284072249589376,18.21,昨日涨跌幅+3.63%，符合2%-7%区间,300045,2.41,1.48,3.62,2.85,3%~4%
2025-07-01,3.0221262817053285,0.31430068098479147,19.15,昨日涨跌幅+3.02%，符合2%-7%区间,300045,-3.57,-3.1,-2.21,-4.56,3%~4%
2025-07-04,2.429805615550751,-0.42171850289930424,18.89,昨日涨跌幅+2.43%，符合2%-7%区间,300045,-3.03,-1.97,-2.24,-1.02,2%~3%
2025-07-09,2.2318998366902543,-0.10649627263045192,18.76,昨日涨跌幅+2.23%，符合2%-7%区间,300045,-1.93,-2.41,-1.99,-1.88,2%~3%
2025-07-18,2.169197396963108,0.31847133757960666,18.9,昨日涨跌幅+2.17%，符合2%-7%区间,300045,-0.97,-2.61,-0.7,7.76,2%~3%
2025-07-29,2.5504782146652527,-0.5699481865284906,19.19,昨日涨跌幅+2.55%，符合2%-7%区间,300045,7.22,6.13,14.21,8.84,2%~3%
2025-07-30,3.626943005181338,0.0500000000000167,20.01,昨日涨跌幅+3.63%，符合2%-7%区间,300045,4.52,7.07,8.22,3.82,3%~4%
2025-07-31,3.149999999999986,-0.9694619486185108,20.43,昨日涨跌幅+3.15%，符合2%-7%区间,300045,-0.33,7.26,5.59,-1.36,3%~4%
2025-08-05,5.190989226248766,-0.2327746741154546,21.43,昨日涨跌幅+5.19%，符合2%-7%区间,300045,1.03,4.57,-2.57,-1.96,5%~7%
2025-08-06,2.281191806331462,0.0,21.97,昨日涨跌幅+2.28%，符合2%-7%区间,300045,-1.83,0.95,-5.47,-4.1,2%~3%
2025-08-11,3.883495145631066,0.3560302625723377,22.55,昨日涨跌幅+3.88%，符合2%-7%区间,300045,-7.42,-10.66,-5.25,0.52,3%~4%
2025-08-19,4.130223517978626,-0.6532897806812876,21.29,昨日涨跌幅+4.13%，符合2%-7%区间,300045,-1.03,-0.56,10.1,14.23,4%~5%
2025-08-25,2.1655437921077825,0.0,21.23,昨日涨跌幅+2.17%，符合2%-7%区间,300045,10.41,15.12,22.19,16.82,2%~3%
2025-08-27,3.3875934887813486,-1.106382978723408,23.24,昨日涨跌幅+3.39%，符合2%-7%区间,300045,5.14,11.6,-2.22,5.49,3%~4%
2025-09-08,3.084488153777376,2.124891587163935,23.55,昨日涨跌幅+3.08%，符合2%-7%区间,300045,0.02,7.15,0.06,-3.72,3%~4%
2025-09-11,4.064352243861125,-1.6273393002440906,24.18,昨日涨跌幅+4.06%，符合2%-7%区间,300045,1.04,-1.11,-6.4,-9.38,4%~5%
2025-09-12,2.929210740439392,-1.9762845849802368,24.8,昨日涨跌幅+2.93%，符合2%-7%区间,300045,-5.0,-5.93,-10.48,-13.63,2%~3%
2025-09-23,2.110462505612931,-0.9234828496042069,22.53,昨日涨跌幅+2.11%，符合2%-7%区间,300045,-1.66,-4.9,0.96,0.52,2%~3%
2025-10-09,4.68104635153741,0.13152126260411734,22.84,昨日涨跌幅+4.68%，符合2%-7%区间,300045,-2.78,-2.86,-4.7,-5.05,4%~5%
2025-10-16,2.067415730337085,-0.6605019815059565,22.56,昨日涨跌幅+2.07%，符合2%-7%区间,300045,-6.66,-3.07,-3.87,3.84,2%~3%
2025-10-21,2.9356060606060552,0.0,21.74,昨日涨跌幅+2.94%，符合2%-7%区间,300045,-0.05,3.58,7.68,7.26,2%~3%
2025-10-27,3.816091954022971,1.4614703277236574,22.91,昨日涨跌幅+3.82%，符合2%-7%区间,300045,2.16,2.25,5.05,4.35,3%~4%
2025-10-28,4.295837023914984,-0.9766454352441611,23.32,昨日涨跌幅+4.30%，符合2%-7%区间,300045,-0.32,0.06,-0.02,-0.97,4%~5%
2025-11-04,3.119658119658131,1.077496891835894,24.39,昨日涨跌幅+3.12%，符合2%-7%区间,300045,-2.7,-1.35,-5.32,-6.76,3%~4%
2025-11-18,3.429844097995538,0.6890611541774394,23.38,昨日涨跌幅+3.43%，符合2%-7%区间,300045,-5.88,-8.66,-1.48,-1.65,3%~4%
2025-11-21,2.2202084277299416,-1.3297872340425454,22.26,昨日涨跌幅+2.22%，符合2%-7%区间,300045,2.77,-1.94,0.48,7.13,2%~3%
2025-12-01,3.8425925925925855,2.095407935800253,22.9,昨日涨跌幅+3.84%，符合2%-7%区间,300045,0.42,-1.07,5.22,6.97,3%~4%
2025-12-02,4.458314757021853,-1.4084507042253502,23.1,昨日涨跌幅+4.46%，符合2%-7%区间,300045,-4.26,3.23,5.95,8.55,4%~5%
2025-12-05,2.4346257889990897,-0.3080985915492995,22.65,昨日涨跌幅+2.43%，符合2%-7%区间,300045,6.39,8.77,6.34,9.08,2%~3%
2025-12-08,5.237676056338025,0.7109995817649484,24.08,昨日涨跌幅+5.24%，符合2%-7%区间,300045,1.63,1.46,1.71,6.86,5%~7%
2025-12-17,2.3615635179153216,-2.346857597454255,24.55,昨日涨跌幅+2.36%，符合2%-7%区间,300045,2.53,4.81,3.83,17.48,2%~3%
2025-12-19,3.188879803761236,0.11885895404120106,25.27,昨日涨跌幅+3.19%，符合2%-7%区间,300045,1.82,0.87,8.78,20.06,3%~4%
2025-12-23,4.158255954784007,-1.5503875968992276,25.4,昨日涨跌幅+4.16%，符合2%-7%区间,300045,0.35,8.22,9.6,14.52,4%~5%
2025-12-25,4.369130257247855,-1.4084507042253502,25.2,昨日涨跌幅+4.37%，符合2%-7%区间,300045,9.09,10.47,16.62,48.21,4%~5%
