日期,年份,代码,板块,昨日涨跌,开盘,买入价,卖出价,收盘,最高,最低,毛收益,净收益,卖出原因,量化评分,评分评级
2025-12-23,2025,002916,元件,6.23,226.02,226.47,224.59,224.59,233.5,223.0,-0.83,-0.93,收盘卖出,65.8,观望
2025-12-24,2025,688012,半导体,6.88,348.31,349.01,345.88,345.88,356.58,343.6,-0.9,-1.0,收盘卖出,63.2,观望
2025-12-25,2025,002484,元件,6.7,30.81,30.87,30.25,30.42,31.04,30.16,-2.0,-2.1,止损(-2%),75.8,可交易
2025-12-26,2025,600584,半导体,4.3,38.6,38.68,38.44,38.44,38.69,38.06,-0.61,-0.71,收盘卖出,73.2,可交易
2025-12-29,2025,688012,半导体,4.76,348.45,349.15,346.0,346.0,357.38,343.5,-0.9,-1.0,收盘卖出,67.0,观望
2026-01-05,2026,600584,半导体,5.64,41.98,42.06,44.17,43.68,45.28,41.98,5.0,4.9,止盈(5%),75.8,可交易
2026-01-09,2026,600584,半导体,4.79,45.0,45.09,47.34,48.39,48.39,44.8,5.0,4.9,止盈(5%),70.8,可交易
2026-01-12,2026,603267,元件,3.91,59.11,59.23,60.0,60.0,60.91,58.1,1.3,1.2,收盘卖出,70.8,可交易
2026-01-14,2026,688126,半导体,5.22,23.95,24.0,23.52,23.74,24.48,23.28,-2.0,-2.1,止损(-2%),72.5,可交易
2026-01-19,2026,600584,半导体,5.64,41.98,42.06,44.17,43.68,45.28,41.98,5.0,4.9,止盈(5%),75.8,可交易
2026-01-23,2026,600584,半导体,4.79,45.0,45.09,47.34,48.39,48.39,44.8,5.0,4.9,止盈(5%),70.8,可交易
2026-01-26,2026,603267,元件,3.91,59.11,59.23,60.0,60.0,60.91,58.1,1.3,1.2,收盘卖出,70.8,可交易
2026-01-28,2026,688126,半导体,5.22,23.95,24.0,23.52,23.74,24.48,23.28,-2.0,-2.1,止损(-2%),72.5,可交易
2026-02-03,2026,600745,通信设备,3.52,40.0,40.08,39.28,39.14,40.08,39.01,-2.0,-2.1,止损(-2%),73.2,可交易
2026-02-04,2026,300346,电子化学品,3.82,61.0,61.12,59.9,61.17,63.43,59.57,-2.0,-2.1,止损(-2%),69.5,观望
2026-02-10,2026,688396,半导体,4.69,67.57,67.71,68.19,68.19,70.2,66.4,0.72,0.62,收盘卖出,70.8,可交易
2026-02-11,2026,603267,元件,6.11,60.72,60.84,59.62,60.16,61.3,59.58,-2.0,-2.1,止损(-2%),77.8,可交易
2026-02-26,2026,300398,电子化学品,6.77,27.82,27.88,27.32,27.98,28.17,27.23,-2.0,-2.1,止损(-2%),70.8,可交易
2026-03-04,2026,300408,元件,6.63,54.97,55.08,56.75,56.75,57.21,54.8,3.03,2.93,收盘卖出,67.0,观望
2026-03-05,2026,300408,元件,4.72,56.03,56.14,57.12,57.12,57.77,56.03,1.74,1.64,收盘卖出,69.5,观望
2026-03-06,2026,600188,煤炭开采加工,4.78,16.66,16.69,17.53,17.51,17.59,16.5,5.0,4.9,止盈(5%),70.8,可交易
2026-03-09,2026,600188,煤炭开采加工,5.17,17.23,17.26,17.35,17.35,17.88,16.96,0.5,0.4,收盘卖出,69.5,观望
2026-03-12,2026,300398,电子化学品,5.02,32.18,32.24,33.86,33.42,34.1,31.7,5.0,4.9,止盈(5%),76.5,可交易
2026-03-13,2026,300398,电子化学品,4.5,32.4,32.46,31.82,31.77,32.57,31.44,-2.0,-2.1,止损(-2%),76.5,可交易
2026-03-17,2026,600188,煤炭开采加工,6.38,19.1,19.14,20.1,20.5,20.74,18.53,5.0,4.9,止盈(5%),79.5,可交易
2026-03-24,2026,600188,煤炭开采加工,5.19,19.18,19.22,19.48,19.48,19.9,18.89,1.36,1.26,收盘卖出,69.5,观望
2026-03-25,2026,300782,半导体,5.19,84.51,84.68,84.15,84.15,84.89,83.01,-0.62,-0.72,收盘卖出,76.5,可交易
2026-03-26,2026,600703,通信设备,5.77,17.05,17.08,17.94,18.74,18.74,17.0,5.0,4.9,止盈(5%),65.5,观望
2026-04-09,2026,600563,元件,5.96,132.0,132.26,138.88,136.77,139.33,130.9,5.0,4.9,止盈(5%),69.5,观望
2026-04-14,2026,688041,半导体,5.79,251.01,251.51,246.48,248.78,252.86,245.03,-2.0,-2.1,止损(-2%),72.8,可交易
2026-04-16,2026,688012,半导体,2.5,327.95,328.61,322.03,320.36,334.66,319.0,-2.0,-2.1,止损(-2%),61.8,观望
2026-04-20,2026,688041,半导体,2.77,262.0,262.52,261.78,261.78,271.55,260.59,-0.28,-0.38,收盘卖出,65.8,观望
2026-04-23,2026,688019,电子化学品,6.15,265.0,265.53,268.72,268.72,272.0,262.03,1.2,1.1,收盘卖出,72.8,可交易
2026-04-24,2026,688025,电子化学品,5.76,271.82,272.36,266.92,277.22,279.9,266.58,-2.0,-2.1,止损(-2%),67.0,观望
2026-04-27,2026,601138,计算机设备,2.73,56.0,56.11,55.7,55.7,56.55,55.4,-0.73,-0.83,收盘卖出,65.8,观望
2026-04-28,2026,688041,半导体,3.95,290.0,290.58,289.0,289.0,300.02,286.0,-0.54,-0.64,收盘卖出,65.8,观望
2026-05-06,2026,688041,半导体,6.27,322.1,322.74,338.88,344.41,355.5,321.0,5.0,4.9,止盈(5%),69.5,观望
2026-05-08,2026,002484,元件,5.24,34.51,34.58,36.31,35.68,36.37,34.07,5.0,4.9,止盈(5%),63.2,观望
2026-05-11,2026,603986,半导体,5.41,303.5,304.11,313.98,313.98,314.58,302.51,3.25,3.15,收盘卖出,65.8,观望
2026-05-13,2026,300661,半导体,6.24,91.5,91.68,89.85,89.35,94.39,89.24,-2.0,-2.1,止损(-2%),79.5,可交易
2026-05-14,2026,300408,元件,6.98,75.0,75.15,75.71,75.71,76.6,73.88,0.75,0.65,收盘卖出,76.5,可交易
2026-05-18,2026,300285,元件,5.77,36.74,36.81,36.98,36.98,37.34,36.39,0.45,0.35,收盘卖出,79.5,可交易
2026-05-20,2026,002371,半导体,5.15,555.0,556.11,545.35,545.35,567.0,545.0,-1.93,-2.03,收盘卖出,69.5,观望
2026-05-21,2026,002484,元件,5.42,40.7,40.78,42.82,44.0,44.47,40.5,5.0,4.9,止盈(5%),69.5,观望
2026-05-22,2026,688025,电子化学品,6.42,362.0,362.72,375.02,375.02,379.99,358.0,3.39,3.29,收盘卖出,69.5,观望
2026-05-25,2026,600584,半导体,6.89,57.47,57.58,60.46,58.33,61.96,57.01,5.0,4.9,止盈(5%),69.5,观望
2026-05-27,2026,300285,元件,5.94,40.92,41.0,40.18,42.6,42.9,40.0,-2.0,-2.1,止损(-2%),69.5,观望
2026-06-02,2026,300576,电子化学品,6.63,44.15,44.24,46.45,45.99,47.0,43.82,5.0,4.9,止盈(5%),79.5,可交易
2026-06-03,2026,300661,半导体,6.88,112.1,112.32,117.94,116.79,119.63,110.15,5.0,4.9,止盈(5%),69.5,观望
