代码,日期,年份,昨日涨跌,开盘涨幅,当日毛收益,当日净收益,开盘价,收盘价,高开低走
688025,2024-08-27,2024,6.07,-0.12,-1.67,-1.77,33.0,32.45,False
688025,2024-08-30,2024,5.98,0.17,2.16,2.06,34.8,35.55,False
688025,2024-09-25,2024,5.03,2.81,-1.62,-1.72,33.28,32.74,True
688025,2024-10-21,2024,5.75,2.31,2.12,2.02,42.53,43.43,False
688025,2024-10-28,2024,5.6,3.4,1.71,1.61,46.79,47.59,False
688025,2024-10-29,2024,5.17,0.17,3.44,3.34,47.67,49.31,False
688025,2024-10-31,2024,5.01,1.89,-4.66,-4.76,52.76,50.3,True
688025,2024-11-05,2024,5.19,0.14,4.38,4.28,49.3,51.46,False
688025,2025-01-09,2025,5.96,-0.48,-0.42,-0.52,47.6,47.4,False
688025,2025-01-15,2025,6.9,0.49,-1.32,-1.42,49.2,48.55,True
688025,2025-03-25,2025,6.37,-1.55,-0.63,-0.73,57.24,56.88,False
688025,2025-04-11,2025,6.03,1.44,2.37,2.27,45.13,46.2,False
688025,2025-05-06,2025,5.43,1.56,2.16,2.06,49.48,50.55,False
688025,2025-06-10,2025,5.03,0.0,3.16,3.06,55.74,57.5,False
688025,2025-07-04,2025,6.02,-2.0,2.15,2.05,74.02,75.61,False
688025,2025-07-08,2025,5.26,0.1,2.23,2.13,79.67,81.45,False
688025,2025-07-15,2025,5.21,-0.94,-1.04,-1.14,84.0,83.13,False
688025,2025-07-24,2025,6.45,0.01,0.53,0.43,87.0,87.46,False
688025,2025-07-30,2025,6.4,0.34,-0.17,-0.27,94.92,94.76,True
688025,2025-08-04,2025,5.22,1.09,11.36,11.26,101.9,113.48,False
688025,2025-09-10,2025,5.69,0.13,6.72,6.62,149.21,159.24,False
688025,2025-09-11,2025,6.86,-1.27,6.95,6.85,157.21,168.14,False
688025,2025-09-12,2025,5.59,-0.02,-4.7,-4.8,168.1,160.2,False
688025,2025-10-27,2025,5.02,1.79,-1.45,-1.55,146.47,144.35,True
688025,2025-10-31,2025,5.63,1.45,-9.49,-9.59,171.25,155.0,True
688025,2025-11-25,2025,6.7,1.41,-2.17,-2.27,143.0,139.89,True
688025,2026-01-19,2026,6.07,-0.27,0.8,0.7,144.61,145.76,False
688025,2026-01-22,2026,5.76,1.32,-0.43,-0.53,145.62,145.0,True
688025,2026-03-30,2026,6.46,-1.87,6.64,6.54,220.0,234.6,False
688025,2026-04-10,2026,5.76,-1.37,1.99,1.89,271.82,277.22,False
688025,2026-04-23,2026,5.19,-1.8,-8.02,-8.12,328.0,301.68,False
688025,2026-04-28,2026,6.27,-1.19,2.04,1.94,308.29,314.57,False
688025,2026-05-08,2026,6.42,-3.36,3.6,3.5,362.0,375.02,False
688025,2026-05-18,2026,5.56,-3.24,4.45,4.35,382.0,399.0,False
688037,2024-02-23,2024,5.72,0.9,6.38,6.28,104.8,111.49,False
688037,2024-02-28,2024,5.95,-0.61,-8.77,-8.87,114.88,104.8,False
688037,2024-03-05,2024,5.65,-1.53,-2.47,-2.57,121.3,118.3,False
688037,2024-09-27,2024,6.05,1.55,5.42,5.32,65.5,69.05,False
688037,2024-11-14,2024,5.99,-1.93,-3.28,-3.38,111.0,107.36,False
688037,2024-11-20,2024,6.02,-0.2,-0.75,-0.85,102.52,101.75,False
688037,2025-03-05,2025,5.33,-2.33,-0.92,-1.02,89.3,88.48,False
688037,2025-03-25,2025,5.03,-0.52,-2.41,-2.51,102.98,100.5,False
688037,2025-04-10,2025,6.98,0.71,-0.22,-0.32,97.51,97.3,True
688037,2025-05-07,2025,5.05,0.7,-0.99,-1.09,100.8,99.8,True
688037,2025-06-19,2025,5.49,0.02,1.85,1.75,99.57,101.41,False
688037,2025-07-25,2025,5.56,-0.06,2.83,2.73,115.73,119.0,False
688037,2025-08-19,2025,5.18,-0.53,-2.79,-2.89,125.5,122.0,False
688037,2025-08-21,2025,6.54,-1.45,-1.34,-1.44,128.1,126.38,False
688037,2025-10-09,2025,5.33,0.59,0.15,0.05,149.88,150.1,False
688037,2025-10-14,2025,6.38,-0.63,-10.47,-10.57,157.0,140.56,False
688037,2025-11-07,2025,5.56,-0.6,0.63,0.53,130.51,131.33,False
688037,2025-12-05,2025,5.07,0.25,-0.44,-0.54,131.16,130.58,True
688037,2026-01-19,2026,5.43,-0.2,3.41,3.31,220.0,227.5,False
688037,2026-02-06,2026,6.01,-0.6,-1.36,-1.46,205.79,203.0,False
688037,2026-03-26,2026,5.46,-1.55,-0.71,-0.81,165.17,164.0,False
688037,2026-04-09,2026,6.21,-2.22,1.49,1.39,176.0,178.63,False
688037,2026-04-15,2026,6.51,2.05,-8.61,-8.71,199.13,181.99,True
688037,2026-04-23,2026,5.77,1.07,-3.16,-3.26,189.0,183.02,True
688041,2024-01-19,2024,6.26,-0.04,-0.04,-0.14,69.86,69.83,False
688041,2024-04-15,2024,5.38,-0.5,1.37,1.27,77.6,78.66,False
688041,2024-04-25,2024,5.12,-0.94,0.16,0.06,74.58,74.7,False
688041,2024-04-29,2024,5.97,0.86,0.1,0.0,79.84,79.92,False
688041,2024-08-01,2024,6.0,1.9,-1.67,-1.77,81.01,79.66,True
688041,2024-09-02,2024,5.85,-0.6,-1.32,-1.42,78.91,77.87,False
688041,2024-09-30,2024,6.3,4.65,14.64,14.54,90.09,103.28,False
688041,2024-10-10,2024,5.7,2.27,-2.2,-2.3,133.98,131.03,True
688041,2024-11-08,2024,6.43,2.91,-6.09,-6.19,145.88,136.99,True
688041,2024-12-20,2024,6.25,-0.61,2.39,2.29,128.0,131.06,False
688041,2025-02-27,2025,5.84,0.03,2.99,2.89,165.05,169.99,False
688041,2025-03-07,2025,5.9,-0.94,-1.05,-1.15,161.5,159.8,False
688041,2025-04-10,2025,5.4,1.62,-1.74,-1.84,143.77,141.27,True
688041,2025-08-29,2025,6.8,-2.58,-2.6,-2.7,199.71,194.52,False
688041,2025-09-11,2025,5.46,0.6,19.28,19.18,185.14,220.84,False
688041,2025-09-16,2025,5.22,1.11,5.1,5.0,234.07,246.0,False
688041,2025-09-17,2025,6.26,-1.8,0.46,0.36,241.57,242.69,False
688041,2025-10-16,2025,5.91,-4.58,1.31,1.21,230.0,233.01,False
688041,2025-10-27,2025,5.45,1.6,-0.78,-0.88,253.0,251.03,True
688041,2025-12-23,2025,5.44,-0.55,2.58,2.48,213.99,219.52,False
688041,2026-01-15,2026,6.76,0.99,-1.57,-1.67,254.0,250.0,True
688041,2026-04-09,2026,5.04,-1.53,0.89,0.79,225.0,227.0,False
688041,2026-04-14,2026,5.79,2.35,-0.89,-0.99,251.01,248.78,True
688041,2026-05-06,2026,6.27,8.73,6.93,6.83,322.1,344.41,False
688041,2026-05-26,2026,5.53,-2.03,5.62,5.52,323.0,341.16,False
688072,2024-01-26,2024,5.45,-0.49,-4.3,-4.4,181.1,173.31,False
688072,2024-07-16,2024,5.85,-0.93,1.83,1.73,122.85,125.1,False
688072,2024-11-01,2024,6.24,-0.57,-3.1,-3.2,160.08,155.11,False
688072,2024-11-11,2024,6.3,4.61,7.58,7.48,197.49,212.45,False
688072,2025-01-15,2025,5.12,0.05,-1.44,-1.54,151.7,149.51,True
688072,2025-02-26,2025,5.78,-0.03,-1.0,-1.1,187.4,185.52,False
688072,2025-07-07,2025,5.78,-0.76,3.62,3.52,157.0,162.69,False
688072,2025-07-24,2025,6.49,-0.66,1.49,1.39,174.21,176.81,False
688072,2025-08-25,2025,5.17,3.2,-2.73,-2.83,188.0,182.86,True
688072,2025-09-18,2025,6.16,-1.38,8.06,7.96,198.02,213.98,False
688072,2025-09-19,2025,6.56,0.48,-2.25,-2.35,215.0,210.16,True
688072,2025-09-30,2025,5.52,0.23,-1.67,-1.77,264.61,260.18,True
688072,2025-10-10,2025,6.73,-3.85,-0.75,-0.85,267.0,265.0,False
688072,2025-11-07,2025,5.74,-0.96,2.6,2.5,324.85,333.3,False
688072,2025-11-19,2025,5.16,-0.2,-2.3,-2.4,326.52,319.0,False
688072,2025-12-05,2025,6.0,-1.17,0.76,0.66,301.73,304.02,False
688072,2026-01-08,2026,6.43,-2.75,-2.65,-2.75,370.5,360.69,False
688072,2026-01-15,2026,6.28,-1.6,3.92,3.82,357.99,372.03,False
688072,2026-05-06,2026,5.03,5.0,-0.66,-0.76,467.24,464.16,True
688072,2026-05-20,2026,5.66,2.72,11.38,11.28,570.0,634.88,False
688116,2024-02-08,2024,5.53,2.35,4.7,4.6,18.74,19.62,False
688116,2024-04-02,2024,5.64,0.26,8.08,7.98,22.91,24.76,False
688116,2024-04-12,2024,6.94,-3.12,-6.95,-7.05,27.93,25.99,False
688116,2024-05-30,2024,5.13,0.8,-3.98,-4.08,28.93,27.78,True
688116,2024-07-12,2024,6.31,0.42,-2.68,-2.78,23.84,23.2,True
688116,2024-08-01,2024,6.99,-0.41,-2.1,-2.2,21.94,21.48,False
688116,2024-09-04,2024,5.78,-0.29,-0.29,-0.39,20.8,20.74,False
688116,2024-10-21,2024,6.61,1.47,0.19,0.09,26.99,27.04,False
688116,2025-01-15,2025,6.86,-1.29,-0.47,-0.57,38.3,38.12,False
688116,2025-02-13,2025,5.14,0.0,1.42,1.32,42.98,43.59,False
688116,2025-11-14,2025,6.72,0.4,2.9,2.8,55.18,56.78,False
688116,2026-04-30,2026,5.52,-2.12,0.87,0.77,42.5,42.87,False
688116,2026-05-27,2026,5.8,1.43,0.11,0.01,44.75,44.8,False
688126,2024-06-12,2024,5.86,5.87,-2.65,-2.75,15.5,15.09,True
688126,2024-10-22,2024,6.42,-2.23,1.06,0.96,23.65,23.9,False
688126,2024-11-20,2024,6.14,-0.69,0.17,0.07,23.0,23.04,False
688126,2025-08-29,2025,5.22,-0.09,-1.98,-2.08,21.16,20.74,False
688126,2025-09-25,2025,5.85,-1.87,4.94,4.84,24.7,25.92,False
688126,2026-01-28,2026,5.22,0.63,-0.88,-0.98,23.95,23.74,True
688126,2026-02-26,2026,5.65,0.91,-1.57,-1.67,22.28,21.93,True
688126,2026-04-09,2026,6.05,-1.57,-0.51,-0.61,17.6,17.51,False
688126,2026-05-12,2026,5.22,0.45,3.95,3.85,24.3,25.26,False
688200,2024-03-13,2024,6.43,-0.75,0.45,0.35,93.9,94.32,False
688200,2024-04-24,2024,5.25,0.37,0.81,0.71,99.87,100.68,False
688200,2024-05-06,2024,6.36,0.0,-3.58,-3.68,112.0,107.99,False
688200,2024-06-12,2024,5.89,-0.25,-2.69,-2.79,110.52,107.55,False
688200,2024-06-14,2024,5.14,-1.84,2.29,2.19,111.0,113.54,False
688200,2024-11-11,2024,5.08,1.73,4.74,4.64,129.4,135.54,False
688200,2024-11-12,2024,6.56,0.21,-3.63,-3.73,135.82,130.89,True
688200,2025-01-09,2025,5.05,-0.14,5.82,5.72,109.3,115.66,False
688200,2025-01-10,2025,5.67,-0.39,2.82,2.72,115.21,118.46,False
688200,2025-01-20,2025,5.41,0.44,0.62,0.52,124.91,125.68,False
688200,2025-03-05,2025,5.43,-2.33,7.79,7.69,145.56,156.9,False
688200,2025-03-06,2025,5.27,2.8,-2.35,-2.45,161.29,157.5,True
688200,2025-04-10,2025,5.43,0.51,-0.92,-1.02,141.22,139.92,True
688200,2025-07-30,2025,5.78,-0.23,0.22,0.12,143.96,144.28,False
688200,2025-08-28,2025,5.13,-1.58,4.05,3.95,172.99,179.99,False
688200,2025-09-18,2025,6.37,-0.04,1.65,1.55,188.0,191.1,False
688200,2025-09-25,2025,5.44,-2.74,-1.67,-1.77,213.01,209.45,False
688200,2025-10-29,2025,5.07,0.83,3.45,3.35,209.76,217.0,False
688200,2025-12-23,2025,5.69,0.43,2.25,2.15,181.51,185.6,False
688200,2026-01-08,2026,5.16,-0.23,0.73,0.63,209.17,210.69,False
688200,2026-01-13,2026,7.0,0.0,-3.53,-3.63,224.0,216.1,False
688200,2026-02-04,2026,5.46,-1.67,0.48,0.38,292.0,293.41,False
688200,2026-02-10,2026,5.67,2.28,6.55,6.45,288.8,307.73,False
688200,2026-03-17,2026,5.52,0.49,0.47,0.37,266.3,267.56,False
688200,2026-03-31,2026,5.4,-1.0,-6.19,-6.29,280.14,262.8,False
688200,2026-04-15,2026,5.38,0.2,-3.87,-3.97,297.52,286.0,True
688200,2026-05-14,2026,6.87,0.34,-0.91,-1.01,400.63,397.0,True
688200,2026-05-20,2026,5.02,-1.02,11.45,11.35,428.89,478.0,False
688396,2024-03-01,2024,5.02,0.47,0.77,0.67,43.05,43.38,False
688396,2025-02-20,2025,6.37,0.25,-0.61,-0.71,48.85,48.55,True
688396,2025-04-09,2025,6.36,-0.48,5.5,5.4,41.6,43.89,False
688396,2025-04-10,2025,5.0,1.69,1.08,0.98,44.63,45.11,False
688396,2025-10-10,2025,5.58,-1.62,-4.8,-4.9,57.7,54.93,False
688396,2025-12-18,2025,6.65,-1.23,-2.69,-2.79,57.2,55.66,False
688396,2026-01-07,2026,5.7,2.84,3.29,3.19,58.58,60.51,False
688396,2026-01-08,2026,6.23,-1.01,-2.5,-2.6,59.9,58.4,False
688396,2026-02-13,2026,6.02,-1.95,-2.02,-2.12,61.0,59.77,False
688396,2026-05-14,2026,5.32,1.33,-2.95,-3.05,65.0,63.08,True
688396,2026-05-26,2026,6.09,-1.0,-1.77,-1.87,65.54,64.38,False
688396,2026-05-29,2026,5.79,-0.57,-7.65,-7.75,69.4,64.09,False
688521,2024-04-18,2024,6.59,-0.13,-0.45,-0.55,31.17,31.03,False
688521,2024-04-29,2024,5.18,-2.15,6.3,6.2,31.41,33.39,False
688521,2024-06-12,2024,6.34,0.12,-2.08,-2.18,34.08,33.37,True
688521,2024-07-17,2024,5.1,-1.41,-3.6,-3.7,36.98,35.65,False
688521,2024-08-01,2024,5.14,0.15,0.71,0.61,33.59,33.83,False
688521,2024-09-30,2024,6.43,8.34,10.78,10.68,32.48,35.98,False
688521,2024-11-06,2024,6.34,0.49,-0.12,-0.22,42.95,42.9,True
688521,2024-12-02,2024,5.21,-1.79,2.43,2.33,51.0,52.24,False
688521,2024-12-19,2024,5.74,-1.63,5.68,5.58,50.03,52.87,False
688521,2024-12-23,2024,5.58,-0.88,-3.49,-3.59,55.33,53.4,False
688521,2025-01-08,2025,6.46,-1.92,3.07,2.97,46.88,48.32,False
688521,2025-01-15,2025,6.07,-0.45,2.29,2.19,51.18,52.35,False
688521,2025-02-24,2025,6.8,0.42,5.16,5.06,59.9,62.99,False
688521,2025-02-25,2025,5.6,-2.37,14.96,14.86,61.5,70.7,False
688521,2025-03-18,2025,5.17,0.7,2.81,2.71,91.83,94.41,False
688521,2025-03-27,2025,5.26,1.01,8.76,8.66,98.99,107.66,False
688521,2025-04-14,2025,6.12,0.29,5.11,5.01,97.0,101.96,False
688521,2025-04-15,2025,5.42,-0.94,1.02,0.92,101.0,102.03,False
688521,2025-06-30,2025,6.09,2.17,2.66,2.56,94.0,96.5,False
688521,2025-07-28,2025,6.89,0.0,2.93,2.83,93.03,95.76,False
688521,2025-08-19,2025,6.24,-1.74,15.39,15.29,110.3,127.28,False
688521,2025-08-26,2025,5.39,-5.01,-4.55,-4.65,149.99,143.17,False
688521,2025-09-12,2025,6.99,8.35,10.76,10.66,165.77,183.6,False
688521,2025-10-22,2025,5.07,-0.59,2.63,2.53,167.5,171.9,False
688521,2025-10-27,2025,5.85,1.2,-2.02,-2.12,179.0,175.38,True
688521,2025-11-27,2025,5.29,2.94,-1.28,-1.38,157.5,155.48,True
688521,2025-12-25,2025,5.05,-2.92,-4.02,-4.12,133.0,127.65,False
688521,2025-12-30,2025,5.71,-0.41,4.72,4.62,134.64,140.99,False
688521,2026-01-06,2026,5.3,-0.51,3.69,3.59,143.5,148.8,False
688521,2026-01-15,2026,5.88,0.85,-0.58,-0.68,182.51,181.45,True
688521,2026-02-02,2026,6.02,-3.16,-3.33,-3.43,215.0,207.85,False
688521,2026-03-06,2026,5.28,-0.66,0.56,0.46,239.5,240.85,False
688521,2026-04-28,2026,5.83,-0.02,-5.3,-5.4,242.0,229.17,False
688550,2024-02-07,2024,6.64,0.0,3.02,2.92,32.45,33.43,False
688550,2024-03-18,2024,6.4,-0.41,1.21,1.11,38.89,39.36,False
688550,2024-06-12,2024,5.03,-0.03,2.4,2.3,33.38,34.18,False
688550,2024-07-12,2024,5.05,0.0,-2.72,-2.82,23.52,22.88,False
688550,2024-09-30,2024,5.6,12.9,1.76,1.66,24.5,24.93,False
688550,2024-11-01,2024,5.93,-1.57,-3.06,-3.16,32.01,31.03,False
688550,2024-11-12,2024,5.38,2.26,-4.21,-4.31,35.67,34.17,True
688550,2024-12-19,2024,5.51,-1.47,1.84,1.74,31.53,32.11,False
688550,2025-02-19,2025,6.9,1.02,-0.95,-1.05,34.59,34.26,True
688550,2025-03-04,2025,5.39,-0.95,4.36,4.26,33.48,34.94,False
688550,2025-05-09,2025,6.26,-0.02,-1.06,-1.16,40.53,40.1,False
688550,2025-05-29,2025,5.08,0.85,1.86,1.76,43.98,44.8,False
688550,2025-08-19,2025,6.19,0.0,-1.95,-2.05,44.6,43.73,False
688550,2026-03-27,2026,6.05,-6.48,-2.31,-2.41,41.99,41.02,False
688550,2026-04-09,2026,5.13,-0.32,-1.84,-1.94,40.87,40.12,False
688550,2026-05-14,2026,6.24,0.61,1.04,0.94,46.28,46.76,False
688689,2024-02-28,2024,5.17,0.54,-12.95,-13.05,20.46,17.81,True
688689,2024-03-01,2024,5.28,1.07,2.59,2.49,18.95,19.44,False
688689,2024-04-30,2024,5.14,4.45,-2.32,-2.42,19.0,18.56,True
688689,2024-07-10,2024,6.4,-0.09,-0.38,-0.48,21.1,21.02,False
688689,2024-09-30,2024,6.02,4.23,11.47,11.37,19.45,21.68,False
688689,2024-11-20,2024,5.38,-0.37,2.67,2.57,24.01,24.65,False
688689,2025-01-20,2025,6.77,-1.0,-1.1,-1.2,21.85,21.61,False
688689,2025-04-14,2025,5.56,2.56,-0.95,-1.05,22.0,21.79,True
688689,2025-04-23,2025,5.9,-0.56,0.99,0.89,23.21,23.44,False
688689,2025-07-18,2025,5.16,0.08,-1.89,-1.99,24.88,24.41,True
688689,2025-09-08,2025,6.62,-0.71,2.46,2.36,26.4,27.05,False
688689,2025-09-25,2025,5.67,-0.69,1.25,1.15,28.88,29.24,False
688689,2025-10-22,2025,6.33,-0.21,-2.7,-2.8,28.17,27.41,False
688689,2025-10-27,2025,6.57,1.05,0.55,0.45,29.0,29.16,False
688689,2026-01-19,2026,6.22,0.16,-1.43,-1.53,31.45,31.0,True
688689,2026-02-02,2026,6.81,0.06,-7.78,-7.88,34.04,31.39,True
688689,2026-04-09,2026,5.17,-1.32,1.17,1.07,35.13,35.54,False
688981,2024-02-28,2024,5.34,-0.68,-3.06,-3.16,47.0,45.56,False
688981,2024-03-01,2024,6.12,-0.62,0.96,0.86,48.05,48.51,False
688981,2024-05-28,2024,5.12,0.0,-0.05,-0.15,43.13,43.11,False
688981,2024-05-31,2024,5.71,-0.64,-0.55,-0.65,45.1,44.85,False
688981,2024-07-22,2024,5.03,-0.59,0.16,0.06,50.9,50.98,False
688981,2024-11-08,2024,6.09,5.31,-6.52,-6.62,107.3,100.3,True
688981,2025-01-20,2025,6.31,0.27,-1.87,-1.97,102.98,101.05,True
688981,2025-04-10,2025,6.09,2.04,-1.16,-1.26,92.02,90.95,True
688981,2025-09-12,2025,6.13,-0.91,-0.79,-0.89,109.28,108.42,False
688981,2025-09-18,2025,6.93,2.21,1.81,1.71,119.98,122.15,False
688981,2025-09-23,2025,6.25,-0.99,0.68,0.58,127.64,128.51,False
688981,2025-09-25,2025,5.03,-1.47,0.83,0.73,133.0,134.11,False
688981,2025-10-14,2025,6.66,0.36,-7.13,-7.23,136.96,127.2,True
688981,2025-12-23,2025,6.0,0.04,-0.5,-0.6,120.5,119.9,True
688981,2026-01-06,2026,5.8,-0.73,2.2,2.1,129.0,131.84,False
688981,2026-04-09,2026,5.81,-1.76,0.32,0.22,99.4,99.72,False
688981,2026-04-28,2026,5.06,-1.15,-1.08,-1.18,115.24,114.0,False
688981,2026-05-06,2026,5.57,2.75,0.9,0.8,122.0,123.1,False
688981,2026-05-29,2026,5.12,-1.81,-7.3,-7.4,150.92,139.91,False
